,artist,song
0,Mbosso,Baikoko ft. Diamond Platnumz
1,Zuchu,Sukari
2,Omah Lay,Godly
3,Black Sherif,First Sermon
4,Chike,Running (To You) ft. Simi
5,Olamide,Infinity ft. Omah Lay
6,Otile Brown,Such Kinda Love ft. Jovial
7,GUCHI,Jennifer
8,KiDi,Touch It
9,Rayvanny,Number One ft. Zuchu
10,Barnaba Classic  (TZ),Cheketua 
11,Burna Boy,Kilometre
12,Olamide,Rock
13,LADIPOE,Feeling ft. Buju
14,Patoranking,Abule
15,Mbosso,Yalaah
16,Joeboy,Door ft. Kwesi Arthur
17,Joeboy,Focus
18,Marioo (TZ),For You
19,Cheque,History ft. Fireboy DML
20,Gyakie,Forever (Remix) ft. Omah Lay
21,Kwame Yogot,Biibi Besi ft. Kuami Eugene
22,Joeboy,Show Me
23,Anjella,Nobody
24,Mbosso,Mtaalam
25,Rayvanny,Lala ft. Jux
26,Harmonize,Attitude ft. Awilo Longomba & H Baba
27,Harmonize,Vibaya
28,KiDi,Spiritual ft. Kuami Eugene & Patoranking
29,Zuchu,Cheche ft. Diamond Platnumz
30,Diana Hamilton,Adom Grace
31,Mbosso,Kiss Me
32,Judikay,Capable God
33,O\'Kenneth,AGYEIWAA ft. Reggie & City Boy
34,Mejja,Tabia Za Wakenya (Kanairo)
35,Rostam (TZ),Hujambo Mwanangu ft. Ferooz
36,Omah Lay,You
37,Otile Brown,Dusuma ft. Meddy
38,Mbosso,Fall
39,Omah Lay,Bad Influence 
40,Otile Brown,Regina ft. Jux
41,King Promise,Slow Down
42,Zuchu, Litawachoma ft. Diamond Platnumz
43,Omah Lay,Lo Lo
44,Steve Crown,You Are Yahweh
45,Jay Melody,Najieka
46,Sarkodie,Happy Day ft. Kuami Eugene
47,Omah Lay,Bad Influence
48,Kuami Eugene,Dollar On You
49,Naira Marley,Coming ft. Busiswa
50,Otile Brown,In Love ft. AliKiba
51,Ada Ehi,"Congratulations ft, Buchi"
52,Omah Lay,Can\'t Relate
53,Diamond Platnumz,Waah! ft. Koffi Olomide
54,Diamond Platnumz,Haunisumbui
55,Rayvanny,Kiuno
56,Joeboy,Call
57,Skales,This Your Body ft. Davido
58,DJ Neptune,Nobody ft. Joeboy & Mr Eazi
59,Yaw Tog,Sore (Remix) (Remix) ft. Stormzy & Kwesi Arthur
60,Victor AD,OLOFOFO
61,Joeboy,Lonely
62,Whitney Houston,I Wanna Dance with Somebody
63,Yaw Tog,Fake Ex
64,Jay Melody,Huba hulu
65,Omah Lay,Damn
66,Zuchu, Nobody ft. Joeboy
67,Mejja,Siskii (Kamote)
68,Omah Lay,My Bebe
69,Nandy,Leo Leo
70,Mbosso, Yes ft. Spice Diana
71,Fireboy DML,Like I Do
72,Fireboy DML,Vibration
73,Kofi Jamar,Ekorso ft. Yaw Tog & Ypee
74,Willy Paul,Odi Love ft. Klons Melody
75,Timi Dakolo,Everything (Amen)
76,Mr Drew,Mood
77,Burna Boy,Way Too Big
78,Teni,FOR YOU ft. Davido
79,Joeboy,Baby
80,Omah Lay,Confession
81,Willy Paul,Fall in Love ft. Miss P
82,Burna Boy,23
83,Niska,Gnonmi avec lait ft. Fior De Bior
84,Otile Brown,Baby Go ft. Kizz Daniel
85,Okese1,Na Today
86,Chike,If You No Love
87,Fireboy DML,Champion ft. D Smoke
88,Gyakie,Sor Mi Mu (ft. Bisa Kdei)
89,Ruger,Bounce
90,Wendy Shay,"Champions League ft. Fameye, Kelvyn Boy, Kofi Mole & Quamina Mp"
91,Crayon,Too Correct ft. Rema
92,Kofi Kinaata,Thy Grace
93,Omah Lay,Damn ft. 6Lack
94,Fally Ipupa,Amore
95,Nyashinski,Hapo Tu ft. Chris Kaiga
96,Kweku Darlington,"Sika Aba Fie (Remix) ft. Kuami Eugene, Yaw Tog, Fameye & Kweku Flick"
97,Sefa,E Choke ft. Mr Drew
98,Eminem,Killer (Remix) ft. Jack Harlow & Cordae
99,Justin Bieber,Loved By You ft. Burna Boy
