,artist,song
0,Kizz Daniel,Lie
1,Omah Lay,Understand
2,Adekunle Gold,High ft. Davido
3,LADIPOE,Feeling ft. Buju
4,Cheque,LOML ft. Olamide
5,Olamide,Rock
6,Jaywillz,Medicine
7,Joeboy,Show Me
8,Joeboy,Focus
9,Ruger,Bounce
10,Burna Boy,Kilometre
11,Buju,Testimony
12,Cheque,History ft. Fireboy DML
13,Omah Lay,Godly
14,Olamide,Infinity ft. Omah Lay
15,Mayorkun,Let Me Know
16,Olamide,Triumphant ft. Bella Shmurda
17,AV,Big Thug Boys
18,Chike,Running (To You) ft. Simi
19,Coca Cola,Ginjaaah Your Flow ft. Mayorkun
20,Teni,Dorime 
21,2Baba,Searching ft. Bongos Ikwue
22,2Baba,Rise Up ft. Falz
23,Patoranking,Celebrate Me
24,Fireboy DML,Champion ft. D Smoke
25,T-Classic,MAKAVELI
26,Falz,Mercy
27,Omah Lay,Can't Relate
28,Seyi Vibez,Professor Peller ft. Zlatan
29,Burna Boy,Way Too Big
30,Barry Jhay,Shako
31,Crayon,Too Correct ft. Rema
32,Joeboy,Door ft. Kwesi Arthur
33,King O.T,Shameful
34,Reeze,Wahala
35,DJ Tunez,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay"
36,Patoranking,Abule
37,Omah Lay,My Bebe
38,Burna Boy,23
39,Joeboy,Lonely
40,Olamide,Julie
41,Omah Lay,Bad Influence 
42,Bella Shmurda,Adura ft. Mohbad
43,Olamide,Loading ft. BadboyTimz
44,Lil Kesh,Love Like This ft. Fireboy DML
45,CKay,Felony
46,Naira Marley,Aye
47,Kizz Daniel,Ada
48,Chike,If You No Love
49,WizKid,Ginger ft. Burna Boy
