,artist,song
0,Otile Brown,Such Kinda Love ft. Jovial
1,Nandy,Nimekuzoea
2,Diamond Platnumz,Kamata
3,GUCHI,Jennifer
4,Zuchu,Nyumba Ndogo
5,Mbosso,Baikoko ft. Diamond Platnumz
6,Black Sherif,First Sermon
7,Alikiba,Salute (feat. Rudeboy)
8,Alikiba,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)"
9,LADIPOE,Feeling ft. Buju
10,GUCHI,Jennifer (Remix) ft. Rayvanny
11,Omah Lay,Godly
12,Bahati,Kiss ft. Rayvanny
13,Sarkodie,Coachella ft. Kwesi Arthur
14,Chike,Running (To You) ft. Simi
15,Olamide,Infinity ft. Omah Lay
16,Olamide,Rock
17,Zuchu,Sukari
18,AV,Big Thug Boys
19,Otile Brown,Jeraha ft. Jovial
20,Joeboy,Show Me
21,Harmonize,Sandakalawe
22,Burna Boy,Kilometre
23,Cheque,History ft. Fireboy DML
24,Rayvanny,Number One ft. Zuchu
25,Joeboy,Door ft. Kwesi Arthur
26,Anjella,Nobody
27,Joeboy,Focus
28,JAY BAHD,"Y3 Y3 DOM ft. Skyface SDW, Reggie, Kwaku DMC, City Boy & Kawabanga"
29,Mbosso,Yalaah
30,Ks bloom,Enfant de Dieu ( L\xe2\x80\x99hymne national)
31,Bahati,Pete Yangu ft. Nadia Mukami
32,Patoranking,Abule
33,Diana Hamilton,Adom Grace
34,Sefa,E Choke ft. Mr Drew
35,Gyakie,Forever (Remix) ft. Omah Lay
36,Marioo (TZ),For You
37,Ruger,Bounce
38,Mbosso,Mtaalam
39,Fameye,Praise
40,Kwame Yogot,Biibi Besi ft. Kuami Eugene
41,Jay Melody,Najieka
42,Mejja,Tabia Za Wakenya (Kanairo)
43,Justin Bieber,Peaches (Masterkraft Remix) ft. Alpha P & Omah Lay
44,Nandy,New Couple
45,Barnaba Classic  (TZ),Cheketua 
46,Dadju,Mon soleil ft. Anitta
47,Zuchu,Cheche ft. Diamond Platnumz
48,Olamide,Need For Speed
49,Wendy Shay,"Champions League ft. Fameye, Kelvyn Boy, Kofi Mole & Quamina Mp"
50,AYA NAKAMURA,Bobo
51,Rayvanny,Lala ft. Jux
52,Naira Marley,Coming ft. Busiswa
53,Mr Drew,Mood
54,Olamide,Somebody ft. Phyno
55,Jo\xc3\xa9 Dwet Fil\xc3\xa9,Jolie madame ft. Ronisia
56,Harmonize,Vibaya
57,Otile Brown,Regina ft. Jux
58,Buju,Outside
59,Sarkodie,Happy Day ft. Kuami Eugene
60,Steve Crown,You Are Yahweh
61,Kuami Eugene,Dollar On You
62,Mbosso,Kiss Me
63,Victor AD,OLOFOFO
64,King Promise,Slow Down
65,Otile Brown,Dusuma ft. Meddy
66,Otile Brown,In Love ft. AliKiba
67,KS Bloom,La Mour
68,Zuchu, Litawachoma ft. Diamond Platnumz
69,Flavour,Berna Reloaded ft. Fally Ipupa & Diamond Platnumz
70,Omah Lay,Bad Influence 
71,Ada Ehi,"Congratulations ft, Buchi"
72,KiDi,Golden Boy
73,O\'Kenneth,AGYEIWAA ft. Reggie & City Boy
74,Dieyla Gueye,M\'a Ngui Baxx
75,Mr Eazi,Rotate (Freestyle)
76,Patoranking,Celebrate Me
77,Viviane Chidid,Sadik Lady
78,Willy Paul,Odi Love ft. Klons Melody
79,Judikay,Capable God
80,Harmonize,Attitude ft. Awilo Longomba & H Baba
81,Mbosso,Fall
82,Medikal,Ama
83,Omah Lay,You
84,NDOVU KUU,NDOVU NI KUU (feat. KHALIGRAPH JONES & BOUTROSS MUNENE)
85,Omah Lay,Bad Influence
86,Yaw Tog,Sore (Remix) (Remix) ft. Stormzy & Kwesi Arthur
87,Diamond Platnumz,Waah! ft. Koffi Olomide
88,KiDi,Send Me Nudes ft. Joey B
89,Jeeba,Guuy
90,Moses Bliss,Too Faithful
91,Joeboy,Call
92,Rapcha,Lissa
93,Fireboy DML,Like I Do
94,Whitney Houston,I Wanna Dance with Somebody
95,Kinata Mc,Do Lemi Go ft. Ibraah
96,DJ Neptune,Nobody ft. Joeboy & Mr Eazi
97,Gyakie,Sor Mi Mu (ft. Bisa Kdei)
98,Judikay,Omemma ((Live))
99,Killy (TZ),Roho
