,artist,song
0,LADIPOE,Feeling ft. Buju
1,Olamide,Rock
2,Joeboy,Show Me
3,Joeboy,Focus
4,Burna Boy,Kilometre
5,Omah Lay,Godly
6,Olamide,Infinity ft. Omah Lay
7,Olamide,Triumphant ft. Bella Shmurda
8,Teni,Dorime 
9,Coca Cola,Ginjaaah Your Flow ft. Mayorkun
10,Falz,Mercy
11,Seyi Vibez,Professor Peller ft. Zlatan
12,2Baba,Rise Up ft. Falz
13,Omah Lay,Can't Relate
14,Crayon,Too Correct ft. Rema
15,Joeboy,Door ft. Kwesi Arthur
16,Reeze,Wahala
17,Omah Lay,My Bebe
18,Bella Shmurda,Adura ft. Mohbad
19,Joeboy,Lonely
20,Lil Kesh,Love Like This ft. Fireboy DML
21,Omah Lay,Bad Influence 
22,Olamide,Loading ft. BadboyTimz
23,Olamide,Julie
24,Phyno,Bia
25,Omah Lay,Confession
26,Chike,If You No Love
27,Naira Marley,Aye
28,Omah Lay,Lo Lo
