,artist,song
0,Omah Lay,Understand
1,LADIPOE,Feeling ft. Buju
2,Olamide,Rock
3,Ruger,Bounce
4,Fireboy DML,Peru
5,Jaywillz,Medicine
6,AV,Big Thug Boys
7,Mohbad,Feel Good
8,Adekunle Gold,Sinner ft. Lucky Daye
9,DJ Tarico,"Yaba Buluku (Remix) (Remix) ft. Burna Boy, Preck & Nelson Tivane"
10,Joeboy,Show Me
11,Cheque,History ft. Fireboy DML
12,Buju,Outside
13,Zinoleesky,Naira Marley
14,Naira Marley,Coming ft. Busiswa
15,Joeboy,Focus
16,Teni,HUSTLE
17,Olamide,Infinity ft. Omah Lay
18,Patoranking,Celebrate Me
19,Burna Boy,Kilometre
20,Olamide,Triumphant ft. Bella Shmurda
21,Omah Lay,Godly
22,Buju,Testimony
23,Chike,Running (To You) ft. Simi
24,PlaTBoss,Matriculation (Intro)
25,PlaTBoss,Hustler's Tale
26,2Baba,Rise Up ft. Falz
27,PlaTBoss,Politics and Lies
28,Wizkid,Essence ft. Tems
29,PlaTBoss,Trust Issues
30,Olamide,Julie
31,PlaTBoss,Tomorrow Never Comes
32,PlaTBoss,Balling
33,Phyno,Bia
34,Teni,INJURE ME
35,Crayon,Too Correct ft. Rema
36,PlaTBoss,Living It Up
37,Teni,Dorime 
38,Judikay,Capable God
39,Joeboy,Door ft. Kwesi Arthur
40,PlaTBoss,Indifferent
41,Fireboy DML,Champion ft. D Smoke
42,PlaTBoss,Graduation
43,Omah Lay,Can't Relate
44,Lojay,Monalisa ft. Sarz
45,Ruger,Abu Dhabi
46,Cheque,Call Me Baby
47,Olamide,Need For Speed
48,GUCHI,Jennifer (Remix) ft. Rayvanny
49,Judikay,Omemma ((Live))
50,Dj Xclusive,Ameno (Dorime)
51,Burna Boy,Way Too Big
52,Lil Kesh,Korope ft. Naira Marley
53,Seyi Vibez,Professor Peller ft. Zlatan
54,Falz,Mercy
55,Kolaboy,Omalicha ft. Ejyk Nwamba
56,Victor AD,Any More ft. Phyno
57,Teni,FOR YOU ft. Davido
58,Patoranking,Abule
59,Moses Bliss,Too Faithful
60,DJ Tunez,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay"
61,Lil Kesh,Love Like This ft. Fireboy DML
62,Olamide,Jailer ft. Jaywillz
63,Ed Sheeran,Bad Habits
64,Victor AD,Black ft. Mr Eazi
65,Omah Lay,My Bebe
66,Joeboy,Lonely
67,Olamide,Loading ft. BadboyTimz
68,Burna Boy,23
69,Mercy Chinwo,Obinasom
70,Naira Marley,Koleyewon
71,Justin Bieber,Peaches (Masterkraft Remix) ft. Alpha P & Omah Lay
72,Nathaniel Bassey,Hallelujah Challenge Praise Medley
73,RudeBoy,Focus
74,Mr Real,Baba Fela (Remix) ft. Laycon & Zlatan
75,Omah Lay,Bad Influence 
76,Bella Shmurda,Adura ft. Mohbad
77,Naira Marley,Aye
78,Bella Shmurda,Cash App ft. Zlatan & Lincoln
79,Chike,If You No Love
80,Olamide,Somebody ft. Phyno
81,Joeboy,Door
82,Ajebo Hustlers,Pronto ft. Omah Lay
83,L.A.X,PEPE ft. Davido
84,Omah Lay,Confession
85,Dave,System ft. WizKid
86,Kaptain,Check Yourself
87,Omah Lay,Lo Lo
88,CKay,Felony
89,Gyakie,Forever (Remix) ft. Omah Lay
90,Omah Lay,You
91,Olamide,Green Light
92,Chike,Roju
93,Runtown,If E Happen For Lagos
94,Zlatan,Lagos Anthem
95,Omah Lay,Bad Influence
96,Mayorkun,Betty Butter ft. Davido
97,Burna Boy,Bank On It
98,Olamide,PonPon ft. Fave
99,Davido,The Best ft. Mayorkun
