,artist,song
0,Dave,System ft. WizKid
1,Mrolaide ,Feel
2,Original Gravity,1980
3,Kaptain,Check Yourself
4,PlaTBoss,Matriculation (Intro)
5,PlaTBoss,Hustler's Tale
6,Jae5,Dimension ft. Skepta & Rema
7,PlaTBoss,Politics and Lies
8,Naira Marley,Koleyewon
9,Nasty C,Jack
10,PlaTBoss,Trust Issues
11,Dave,Lazarus ft. Boj
12,PlaTBoss,Tomorrow Never Comes
13,Vector,"Crown Of Clay (Remix) ft. Dip Doundou Guiss, Khaligraph Jones & Ashs The Best"
14,Vector,Early Momo ft. Good Girl LA
15,Phyno,For the Money ft. Peruzzi
16,Erigga,Many Nites
17,PlaTBoss,Balling
18,Lojay,Monalisa ft. Sarz
19,Roddy Ricch,Late At Night
20,M.I Abaga,All My Life (feat. Oxlade)
21,Lojay,Tonongo ft. Sarz
22,Erigga,Dick Appointment
23,Sarkodie,Coachella ft. Kwesi Arthur
24,Pop Smoke,Tell The Vision ft. Kanye West & Pusha T
25,Show Dem Camp,Tycoon ft. Reminisce & Mojo
26,Dave,Clash ft. Stormzy
27,Sarkodie,Vibration ft. Vic Mensa
28,Show Dem Camp,Align ft. LadiPoe
29,Black Sherif,Second Sermon
30,Pop Smoke,Bout A Million ft. 21 Savage & 42 Dugg
31,Lojay,LV N ATTN feat. Wizkid ft. Sarz & Wizkid
32,Erigga,Wahala Dey
33,Pop Smoke,Dior
34,Kaptain,Problem
35,Erigga,I No Wear Pant
36,Juice WRLD,Stay High
37,Dremo,Ego ft. Jeriq
38,Dremo,East To West ft. Jeriq
39,SMILEY,Over The Top ft. Drake
40,Pop Smoke,Mood Swings ft. Lil Tjay
41,Dave,We're All Alone
42,Juice WRLD,Wishing Well
43,LiL Baby,Voice of the Heroes ft. Lil Durk
44,Mohbad,Ponmo ft. Naira Marley & Lil Kesh
45,Show Dem Camp,Vipers ft. Jesse Jagz & Tomi Thomas
46,Post Malone,Motley Crew
47,POLO G,RAPSTAR
48,Erigga,The End
49,PlaTBoss,Living It Up
