,artist,song
0,Drake,Girls Want Girls ft. Lil Baby
1,Drake,Fountains ft. Tems
2,Drake,TSU
3,Kanye West,Off The Grid
4,Lojay,Monalisa ft. Sarz
5,Kanye West,Praise God
6,Dremo,Wonder ft. Patoranking
7,Drake,Champagne Poetry
8,Drake,Fair Trade ft. Travis Scott
9,Drake,Love All ft. JAY-Z
10,Drake,In The Bible ft. Lil Durk & Giveon
11,Drake,Way 2 Sexy ft. Future & Young Thug
12,Drake,Papixe2x80x99s Home
13,Kaptain,Check Yourself
14,Drake,N 2 Deep ft. Future
15,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
16,Drake,No Friends In The Industry
17,Kanye West,Jail
18,Drake,Knife Talk ft. 21 Savage & Project Pat
19,Drake,Pipe Down
20,Vector,Early Momo ft. Good Girl LA
21,Drake,You Only Live Twice ft. Lil Wayne & Rick Ross
22,Naira Marley,Koleyewon
23,Drake,Get Along Better ft. Ty Dolla $ign
24,Drake,7am On Bridle Path
25,Drake,Yebbaxe2x80x99s Heartbreak ft. Yebba
26,Drake,Race My Mind
27,M.anifest,La Vida
28,Phyno,For the Money ft. Peruzzi
29,Roddy Ricch,Late At Night
30,Ms Banks,Go Low
31,Erigga,Many Nites
32,Drake,IMY2 ft. Kid Cudi
33,Jae5,Dimension ft. Skepta & Rema
34,Drake,The Remorse
35,Sarkodie,Non Living Thing feat. Oxlade
36,Drake,Fucking Fans
37,Nasty C,Jack
38,M.I Abaga,All My Life (feat. Oxlade)
39,Dave,System ft. WizKid
40,Juice WRLD,Stay High
41,Erigga,Dick Appointment
42,Roddy Ricch,The Box
43,Kanye West,Hurricane
44,Black Sherif,Second Sermon
45,Juice WRLD,Wishing Well
46,Juice WRLD,Robbery
47,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk)
48,Balloranking,Sorry ft. Mohbad
49,Pop Smoke,Dior
