,artist,song
0,Drake,Fountains ft. Tems
1,Drake,Girls Want Girls ft. Lil Baby
2,Drake,Champagne Poetry
3,Drake,TSU
4,Kanye West,Off The Grid
5,Drake,Fair Trade ft. Travis Scott
6,Drake,Love All ft. JAY-Z
7,Drake,In The Bible ft. Lil Durk & Giveon
8,Drake,Papixe2x80x99s Home
9,Kanye West,Praise God
10,Lojay,Monalisa ft. Sarz
11,Mrolaide ,Ride
12,Dremo,Wonder ft. Patoranking
13,Drake,Way 2 Sexy ft. Future & Young Thug
14,Drake,N 2 Deep ft. Future
15,Drake,Get Along Better ft. Ty Dolla $ign
16,Drake,You Only Live Twice ft. Lil Wayne & Rick Ross
17,Kanye West,Jail
18,Drake,Knife Talk ft. 21 Savage & Project Pat
19,Drake,Pipe Down
20,Drake,No Friends In The Industry
21,Drake,7am On Bridle Path
22,Drake,Yebbaxe2x80x99s Heartbreak ft. Yebba
23,Drake,IMY2 ft. Kid Cudi
24,Drake,Race My Mind
25,Kaptain,Check Yourself
26,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
27,Drake,Fucking Fans
28,Drake,The Remorse
29,Naira Marley,Koleyewon
30,M.anifest,La Vida
31,Vector,Early Momo ft. Good Girl LA
32,Jae5,Dimension ft. Skepta & Rema
33,Phyno,For the Money ft. Peruzzi
34,Roddy Ricch,Late At Night
35,Kanye West,Hurricane
36,Erigga,Many Nites
37,Sarkodie,Non Living Thing feat. Oxlade
38,Ms Banks,Go Low
39,M.I Abaga,All My Life (feat. Oxlade)
40,Dave,System ft. WizKid
41,Kanye West,God Breathed
42,Nasty C,Jack
43,Black Sherif,Second Sermon
44,Erigga,Dick Appointment
45,Kanye West,Donda
46,Roddy Ricch,The Box
47,Juice WRLD,Stay High
48,Sarkodie,Coachella feat. Kwesi Arthur
49,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk)
