,artist,song
0,Kanye West,Praise God
1,Lojay,Monalisa ft. Sarz
2,Kanye West,Off The Grid
3,Kanye West,Jail
4,Dremo,Wonder ft. Patoranking
5,PlaTBoss,Matriculation (Intro)
6,PlaTBoss,Hustler's Tale
7,PlaTBoss,Politics and Lies
8,PlaTBoss,Trust Issues
9,PlaTBoss,Tomorrow Never Comes
10,PlaTBoss,Good Girls ft. Grafezzy
11,PlaTBoss,Balling
12,PlaTBoss,Living It Up
13,PlaTBoss,Indifferent
14,Kanye West,God Breathed
15,PlaTBoss,Graduation
16,Kaptain,Check Yourself
17,Kanye West,Hurricane
18,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
19,Naira Marley,Koleyewon
20,Jae5,Dimension ft. Skepta & Rema
21,Vector,Early Momo ft. Good Girl LA
22,Kanye West,Donda Chant
23,Kanye West,Donda
24,Kanye West,Jonah
25,Phyno,For the Money ft. Peruzzi
26,Mrolaide ,Ride
27,Roddy Ricch,Late At Night
28,Kanye West,No Child Left Behind
29,Sarkodie,Non Living Thing feat. Oxlade
30,Erigga,Many Nites
31,Kanye West,Ok Ok
32,Kanye West,Believe What I Say
33,M.I Abaga,All My Life (feat. Oxlade)
34,Dave,System ft. WizKid
35,Kanye West,Jesus Lord
36,Kanye West,Moon
37,Kanye West,Junya
38,Nasty C,Jack
39,Kanye West,Lord I Need You
40,Kanye West,Heaven and Hell
41,Erigga,Dick Appointment
42,Juice WRLD,Stay High
43,Kanye West,24
44,Sarkodie,Coachella feat. Kwesi Arthur
45,Kanye West,Remote Control
46,Black Sherif,Second Sermon
47,Kanye West,Keep My Spirit Alive
48,Efe,Campaign ft. Ice Prince & BOJ
49,Kanye West,Jail pt 2
