,artist,song
0,PlaTBoss,Good Girls ft. Grafezzy
1,Kanye West,Off The Grid
2,Kanye West,Praise God
3,Lojay,Monalisa ft. Sarz
4,PlaTBoss,Matriculation (Intro)
5,PlaTBoss,Hustler's Tale
6,PlaTBoss,Politics and Lies
7,PlaTBoss,Trust Issues
8,PlaTBoss,Tomorrow Never Comes
9,PlaTBoss,Balling
10,PlaTBoss,Living It Up
11,Kanye West,Jail
12,PlaTBoss,Indifferent
13,PlaTBoss,Graduation
14,Dremo,Wonder ft. Patoranking
15,Kanye West,Hurricane
16,Kanye West,God Breathed
17,Kaptain,Check Yourself
18,Kanye West,Jonah
19,Kanye West,Donda Chant
20,Kanye West,Donda
21,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
22,Kanye West,Ok Ok
23,Naira Marley,Koleyewon
24,Lyrical Joe,Knack
25,Kanye West,No Child Left Behind
26,Kanye West,Believe What I Say
27,Vector,Early Momo ft. Good Girl LA
28,Kanye West,Junya
29,Kanye West,Moon
30,Kanye West,24
31,Jae5,Dimension ft. Skepta & Rema
32,Kanye West,Jesus Lord
33,Kanye West,Heaven and Hell
34,Kanye West,Remote Control
35,Phyno,For the Money ft. Peruzzi
36,Kanye West,Lord I Need You
37,Kanye West,Keep My Spirit Alive
38,Sarkodie,Non Living Thing feat. Oxlade
39,Roddy Ricch,Late At Night
40,Erigga,Many Nites
41,Kanye West,Jail pt 2
42,Kanye West,Pure Souls
43,Dave,System ft. WizKid
44,M.I Abaga,All My Life (feat. Oxlade)
45,Kanye West,New Again
46,Kanye West,Tell The Vision
47,Kanye West,Jesus Lord pt 2
48,Kanye West,Come to Life
49,Nasty C,Jack
