,artist,song
0,Jae5,Dimension ft. Skepta & Rema
1,Naira Marley,Koleyewon
2,Kaptain,Check Yourself
3,Mrolaide ,Feel
4,Erigga,Many Nites
5,Sarkodie,Coachella ft. Kwesi Arthur
6,M.I Abaga,All My Life (feat. Oxlade)
7,Erigga,Dick Appointment
8,Erigga,Wahala Dey
9,Roddy Ricch,Late At Night
10,Vector,Early Momo ft. Good Girl LA
11,Lojay,LV N ATTN feat. Wizkid ft. Sarz & Wizkid
12,Erigga,I No Wear Pant
13,Phyno,For the Money ft. Peruzzi
14,Migos,Having Our Way ft. Drake
15,Dremo,Ego ft. Jeriq
16,Lojay,Tonongo ft. Sarz
17,LiL Baby,Voice of the Heroes ft. Lil Durk
18,Dremo,East To West ft. Jeriq
19,Erigga,The End
20,DaBaby,Ball If I Want To
21,Pop Smoke,Dior
22,Kaptain,Problem
23,Erigga,Dont Die Alive
24,DJ Khaled,LET IT GO ft. Justin Bieber & 21 Savage
25,POLO G,GANG GANG ft. Lil Wayne
26,Pop Smoke,Mood Swings ft. Lil Tjay
27,Juice WRLD,Stay High
28,POLO G,No Return ft. The Kid LAROI & Lil Durk
29,LiL Baby,Rich Off Pain ft. Lil Durk & Rod Wave
30,LiL Baby,Hats Off ft. Lil Durk & Travis Scott
31,Migos,Avalanche
32,Juice WRLD,Wishing Well
33,Dremo,Secure The Bag ft. Jeriq
34,POLO G,RAPSTAR
35,Tion Wayne,"Body (Remix) ft. Russ Millions, ArrDee, E1 (3x3), ZT (3x3) & Bugzy Malone"
36,Cheque,Zoom
37,Drake,Toosie Slide
38,Juice WRLD,734
39,Pop Smoke,The Woo ft. 50 Cent & Roddy Ricch
40,Migos,Straightenin
41,Nasty C,Best I Ever Had
42,Erigga,Jollof Rice ft. Duncan Mighty
43,Dremo,Imakwa ft. Jeriq
44,Juice WRLD,All Girls Are The Same
45,ArrDee,Oliver Twist
46,POLO G,Fame & Riches ft. Roddy Ricch
47,Juice WRLD,Robbery
48,Pop Smoke,For The Night ft. Lil Baby & DaBaby
49,Cardi B,Up
