,artist,song
0,Kizz Daniel,Lie
1,Omah Lay,Understand
2,Fireboy DML,Peru
3,Ayra Starr,Bloody Samaritan
4,Adekunle Gold,High ft. Davido
5,Burna Boy,Question ft. Don Jazzy
6,LADIPOE,Feeling ft. Buju
7,Olamide,Rock
8,Cheque,LOML ft. Olamide
9,WizKid,Anoti
10,WizKid,Essence ft. Justin Bieber & Tems
11,Jaywillz,Medicine
12,Mohbad,Feel Good
13,WizKid,Mood ft. Buju
14,Buju,Outside
15,Tiwa Savage,Somebodyxe2x80x99s Son ft. Brandy
16,Joeboy,Show Me
17,Joeboy,Focus
18,Ruger,Bounce
19,Drake,Fountains ft. Tems
20,Guchi,Benzema
21,Buju,Testimony
22,Burna Boy,Kilometre
23,Cheque,History ft. Fireboy DML
24,Omah Lay,Godly
25,Olamide,Infinity ft. Omah Lay
26,Drake,Girls Want Girls ft. Lil Baby
27,Adekunle Gold,Sinner ft. Lucky Daye
28,Mayorkun,Let Me Know
29,WizKid,Steady
30,Johnny Drille,ova ft. Don Jazzy
31,Olamide,Triumphant ft. Bella Shmurda
32,Johnny Drille,driving in the rain ft. LADIPOE
33,AV,Big Thug Boys
34,Naira Marley,Drug Test
35,Chike,Running (To You) ft. Simi
36,Coca Cola,Ginjaaah Your Flow ft. Mayorkun
37,Teni,Dorime 
38,Zinoleesky,Naira Marley
39,Naira Marley,Coming ft. Busiswa
40,Drake,TSU
41,DJ Tarico,"Yaba Buluku (Remix) (Remix) ft. Burna Boy, Preck & Nelson Tivane"
42,Ayra Starr,Beggie Beggie ft. CKay
43,Teni,HUSTLE
44,Kanye West,Off The Grid
45,Lojay,Monalisa ft. Sarz
46,Ayanfe,Migrate ft. Davido
47,Patoranking,Celebrate Me
48,Cheque,Call Me Baby
49,Fireboy DML,Champion ft. D Smoke
50,Kanye West,Praise God
51,2Baba,Rise Up ft. Falz
52,Bella Shmurda,So Cold ft. Popcaan
53,,MAKAVELI
54,Falz,Mercy
55,Dremo,Wonder ft. Patoranking
56,Ayra Starr,Fashion Killer
57,Drake,Champagne Poetry
58,Seyi Vibez,Professor Peller ft. Zlatan
59,Omah Lay,Can't Relate
60,Burna Boy,Way Too Big
61,Moses Bliss,Too Faithful
62,Joeboy,Door ft. Kwesi Arthur
63,Crayon,Too Correct ft. Rema
64,GUCHI,Jennifer
65,Patoranking,Abule
66,DJ Tunez,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay"
67,Timaya,Eff All Day ft. Phyno
68,Reeze,Wahala
69,Basketmouth,Ghana Jollof ft. Falz & Kwabena Kwabena
70,Nathaniel Bassey,Hallelujah Challenge Praise Medley
71,Drake,Fair Trade ft. Travis Scott
72,Omah Lay,My Bebe
73,Burna Boy,23
74,Drake,Love All ft. JAY-Z
75,Joeboy,Lonely
76,Olamide,Loading ft. BadboyTimz
77,Omah Lay,Bad Influence 
78,Bella Shmurda,Adura ft. Mohbad
79,Olamide,Julie
80,Lil Kesh,Love Like This ft. Fireboy DML
81,Jaybytee,White Money
82,Johnny Drille,loving is harder
83,Dotman,Drunk In Love ft. Dj Neptune
84,Fireboy DML,Peru (Open Verse)
85,Drake,In The Bible ft. Lil Durk & Giveon
86,2Baba,Searching ft. Bongos Ikwue
87,Kizz Daniel,Ada
88,WizKid,Ginger ft. Burna Boy
89,WizKid,Essence ft. Tems
90,Ada Ehi,"Congratulations ft, Buchi"
91,Naira Marley,Aye
92,Chike,If You No Love
93,CKay,Felony
94,Teni,FOR YOU ft. Davido
95,CDQ,Kogbede ft. Wande Coal
96,King O.T,Shameful
97,Drake,Way 2 Sexy ft. Future & Young Thug
98,Omah Lay,Confession
99,Omah Lay,Lo Lo
