,artist,song
0,Black Sherif,Second Sermon
1,Kizz Daniel,Lie
2,Omah Lay,Understand
3,Diamond Platnumz,Naanzaje
4,Otile Brown,Such Kinda Love ft. Jovial
5,Black Sherif,First Sermon
6,Nandy,Nimekuzoea
7,Fireboy DML,Peru
8,KiDi,Touch It
9,Rayvanny,Sweet ft. GUCHI
10,Burna Boy,Question ft. Don Jazzy
11,Jaywillz,Medicine
12,GUCHI,Jennifer
13,LADIPOE,Feeling ft. Buju
14,Omah Lay,Godly
15,Diamond Platnumz,"IYO (feat. Focalistic, Mapara A Jazz, & Ntosh Gazi)"
16,WizKid,Essence ft. Justin Bieber & Tems
17,Zuchu,Yalaaaa
18,Zuchu,Nyumba Ndogo
19,Olamide,Infinity ft. Omah Lay
20,Chike,Running (To You) ft. Simi
21,Harmonize,Teacher
22,WizKid,Anoti
23,GUCHI,Jennifer (Remix) ft. Rayvanny
24,Yaw Tog,Fake Ex
25,Joeboy,Show Me
26,Alikiba,Jealous (feat. Mayorkun) 
27,Sefa,E Choke ft. Mr Drew
28,WizKid,Mood ft. Buju
29,Joeboy,Door ft. Kwesi Arthur
30,Guchi,Benzema
31,Zuchu,Sukari
32,Bahati,Kiss ft. Rayvanny
33,Diana Hamilton,Adom Grace
34,Burna Boy,Kilometre
35,Rayvanny,Number One ft. Zuchu
36,Otile Brown,Jeraha ft. Jovial
37,Diamond Platnumz,Kamata
38,Ibraah,Jipinde
39,Cheque,History ft. Fireboy DML
40,Joeboy,Focus
41,Sarkodie,Coachella feat. Kwesi Arthur
42,WizKid,Steady
43,Alikiba,Salute (feat. Rudeboy)
44,Ks bloom,Enfant de Dieu ( Lxe2x80x99hymne national)
45,Mejja,Tabia Za Wakenya (Kanairo)
46,Patoranking,Abule
47,AV,Big Thug Boys
48,Ruger,Bounce
49,Alikiba,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)"
50,Iss 814,Xool Ma Ci Bxc3xabt (feat. Jeeba)
51,Gyakie,NEED ME
52,Black Sherif,Destiny
53,Kanye West,Off The Grid
54,Kofi Kinaata,"Thy Grace, Pt. 2"
55,Black Sherif,Ankonam
56,Marioo (TZ),For You
57,Olamide,Rock
58,Ada Ehi,"Congratulations ft, Buchi"
59,Adekunle Gold,Sinner ft. Lucky Daye
60,Killy (TZ),Mwisho
61,Ed Sheeran,Visiting Hours
62,Steve Crown,You Are Yahweh
63,Malcolm Nuna,Money Man (Remix)
64,Harmonize,Sandakalawe
65,KS Bloom,La Mour
66,Sarkodie,Jaara feat. Medikal
67,Aya Nakamura,Bobo
68,Medikal,Accra
69,Bahati,Pete Yangu ft. Nadia Mukami
70,King Promise,Ring My Line ft. Headie One
71,Otile Brown,Dusuma ft. Meddy
72,Otile Brown,Regina ft. Jux
73,Tiwa Savage,Somebodyxe2x80x99s Son ft. Brandy
74,Omah Lay,Bad Influence 
75,Otile Brown,In Love ft. AliKiba
76,NDOVU KUU,NDOVU NI KUU (feat. KHALIGRAPH JONES & BOUTROSS MUNENE)
77,DJ Neptune,Nobody ft. Joeboy & Mr Eazi
78,Sarkodie,Non Living Thing feat. Oxlade
79,Rayvanny,Lala ft. Jux
80,Mohbad,Feel Good
81,Omah Lay,Bad Influence
82,JAY BAHD,"Y3 Y3 DOM ft. Skyface SDW, Reggie, Kwaku DMC, City Boy & Kawabanga"
83,Fireboy DML,Like I Do
84,Kanye West,Jail
85,Cheque,Call Me Baby
86,Fameye,Praise
87,Moses Bliss,Too Faithful
88,Kuami Eugene,Dollar On You
89,Whozu,Chawa ft. Rayvanny & Ntosh Gaz
90,Buju,Testimony
91,Fally Ipupa,8xc3xa8me merveille
92,Fally Ipupa,Amore
93,Maud Elka,Songi Songi ft. Hiro
94,Teni,Dorime 
95,Anjella,Nobody
