,artist,song
0,Drake,Fountains ft. Tems
1,Drake,Girls Want Girls ft. Lil Baby
2,Lojay,Monalisa ft. Sarz
3,Dremo,Wonder ft. Patoranking
4,Kanye West,Off The Grid
5,Drake,TSU
6,Kanye West,Praise God
7,Kaptain,Check Yourself
8,Drake,Way 2 Sexy ft. Future & Young Thug
9,Drake,Champagne Poetry
10,Drake,Love All ft. JAY-Z
11,Drake,Fair Trade ft. Travis Scott
12,Vector,Early Momo ft. Good Girl LA
13,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
14,Naira Marley,Koleyewon
15,Kanye West,Jail
16,Sarkodie,Non Living Thing feat. Oxlade
17,Drake,In The Bible ft. Lil Durk & Giveon
18,Roddy Ricch,Late At Night
19,Phyno,For the Money ft. Peruzzi
20,Jae5,Dimension ft. Skepta & Rema
21,Erigga,Many Nites
22,Dave,System ft. WizKid
23,Drake,No Friends In The Industry
24,Drake,Papixe2x80x99s Home
25,Drake,N 2 Deep ft. Future
26,M.I Abaga,All My Life (feat. Oxlade)
27,Juice WRLD,Stay High
28,Pop Smoke,Dior
29,Kanye West,Hurricane
30,Nasty C,Jack
31,Juice WRLD,Robbery
32,Erigga,Dick Appointment
33,Roddy Ricch,Die Young
34,Roddy Ricch,The Box
35,Juice WRLD,Wishing Well
36,Drake,Pipe Down
37,Lojay,Tonongo ft. Sarz
38,Pop Smoke,Mood Swings ft. Lil Tjay
39,Drake,7am On Bridle Path
40,Drake,Knife Talk ft. 21 Savage & Project Pat
41,Drake,You Only Live Twice ft. Lil Wayne & Rick Ross
42,Cardi B,Up
43,Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk)
44,Balloranking,Sorry ft. Mohbad
45,Drake,Get Along Better ft. Ty Dolla $ign
46,Drake,Yebbaxe2x80x99s Heartbreak ft. Yebba
47,Drake,Race My Mind
48,Black Sherif,Second Sermon
49,Juice WRLD,Smile ft. The Weeknd
