,artist,song
0,Olamide,Rock
1,LADIPOE,Feeling ft. Buju
2,Olamide,Need For Speed
3,Ruger,Bounce
4,Olamide,Somebody ft. Phyno
5,Cheque,History ft. Fireboy DML
6,Olamide,Jailer ft. Jaywillz
7,Joeboy,Show Me
8,Joeboy,Focus
9,Olamide,Julie
10,Olamide,Want ft. Fave
11,Burna Boy,Kilometre
12,Olamide,PonPon ft. Fave
13,Naira Marley,Coming ft. Busiswa
14,Olamide,Infinity ft. Omah Lay
15,Buju,Outside
16,Patoranking,Celebrate Me
17,GUCHI,Jennifer
18,Omah Lay,Godly
19,Chike,Running (To You) ft. Simi
20,Olamide,Cup Of Tea
21,Olamide,Rough Up ft. Layydoe
22,Victor AD,OLOFOFO
23,Olamide,Triumphant ft. Bella Shmurda
24,Olamide,Petty (Bonus Track)
25,Olamide,So Much More
26,Crayon,Too Correct ft. Rema
27,L.A.X,PEPE ft. Davido
28,Wizkid,Essence ft. Tems
29,Teni,INJURE ME
30,Chike,If You No Love
31,Teni,FOR YOU ft. Davido
32,Joeboy,Door ft. Kwesi Arthur
33,Gyakie,Forever (Remix) ft. Omah Lay
34,Adekunle Gold,It Is What It Is
35,Barry Jhay,Ayewada
36,Mrolaide ,Feel
37,Judikay,Omemma
38,2jaja,Freestyle
39,Davido,La La ft. Ckay
40,Jae5,Dimension ft. Skepta & Rema
41,Naira Marley,Koleyewon
42,Mr Eazi,Rotate (Freestyle)
43,DJ Neptune,Music Messiah ft. Wande Coal
44,Skales,This Your Body ft. Davido
45,Omah Lay,Can\'t Relate
46,Kendickson,Lole
47,Judikay,Capable God
48,Fireboy DML,Champion ft. D Smoke
49,Burna Boy,Way Too Big
50,GUCHI,Jennifer (Remix) ft. Rayvanny
51,Kaptain,Check Yourself
52,Judikay,Omemma ((Live))
53,Judikay,I Bow
54,Davido,The Best ft. Mayorkun
55,DJ Tunez,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay"
56,D\'banj,Banga
57,Patoranking,Abule
58,Slimcase,Focus Vibe
59,Falz,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar"
60,Moses Bliss,Too Faithful
61,Omah Lay,You
62,Justin Bieber,Loved By You ft. Burna Boy
63,Olamide,Loading ft. BadboyTimz
64,Burna Boy,23
65,Omah Lay,Bad Influence
66,Mercy Chinwo,Obinasom
67,Omah Lay,My Bebe
68,Young Jonn,Off You ft. KiDi
69,Rexxie,KPK (Remix) ft. Sho Madjozi & MohBad
70,Justin Bieber,Peaches ft. Daniel Caesar & Giveon
71,Bella Shmurda,Adura ft. Mohbad
72,Bella Shmurda,Cash App ft. Zlatan & Lincoln
73,Peruzzi,Baby Mama
74,Erigga,Many Nites
75,Nathaniel Bassey,Hallelujah Challenge Praise Medley
76,Omah Lay,Damn
77,Burna Boy,Bank On It
78,Omah Lay,Bad Influence 
79,Lil Kesh,Love Like This ft. Fireboy DML
80,Joeboy,Lonely
81,Fireboy DML,Airplane Mode
82,Zlatan,Lagos Anthem
83,Timaya,Don Dada
84,Omah Lay,Confession
85,Naira Marley,Aye
86,Blaq Jerzee,6AM
87,Dj Enimoney,Sugar Daddy ft. Olamide
88,Chike,Roju
89,Olamide,Green Light
90,Dangbana Republik,World ft. Bella Shmurda
91,Moses Bliss,You I Live For
92,Barry Jhay,Ori
93,CKay,Felony
94,Sarkodie,Coachella ft. Kwesi Arthur
95,Angelique Kidjo,Do Yourself ft. Burna Boy
96,Ogranya,In Those Eyes
97,Mr Real,Baba Fela (Remix) ft. Laycon & Zlatan
98,Peruzzi,Somebody Baby ft. Davido
99,Omah Lay,Damn ft. 6Lack
