rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feeling ft. Buju,LADIPOE,1,1,4,4,3,3,3,2.7142857142857144
2,Rock,Olamide,2,2,6,6,6,5,6,4.714285714285714
3,Show Me,Joeboy,3,3,8,8,8,9,10,7.0
4,Focus,Joeboy,4,4,10,9,9,10,11,8.142857142857142
5,Kilometre,Burna Boy,5,5,12,11,11,11,12,9.571428571428571
6,Godly,Omah Lay,7,6,14,14,15,15,16,12.428571428571429
7,Ginjaaah Your Flow ft. Mayorkun,Coca Cola,11,10,23,20,10,8,9,13.0
8,Infinity ft. Omah Lay,Olamide,6,7,15,15,16,16,17,13.142857142857142
9,Triumphant ft. Bella Shmurda,Olamide,8,8,17,17,18,18,19,15.0
10,Dorime ,Teni,9,9,20,21,22,22,23,18.0
11,Rise Up ft. Falz,2Baba,12,13,26,23,25,27,28,22.0
12,Mercy,Falz,13,11,25,27,24,29,26,22.142857142857142
13,Can't Relate,Omah Lay,14,14,27,28,29,28,29,24.142857142857142
14,Professor Peller ft. Zlatan,Seyi Vibez,15,12,28,29,28,30,34,25.142857142857142
15,Too Correct ft. Rema,Crayon,16,15,30,32,32,36,33,27.714285714285715
16,Door ft. Kwesi Arthur,Joeboy,17,16,31,33,33,34,32,28.0
17,My Bebe,Omah Lay,19,18,35,38,36,39,40,32.142857142857146
18,Wahala,Reeze,18,17,36,35,37,41,46,32.857142857142854
19,Lonely,Joeboy,21,20,34,40,38,43,41,33.857142857142854
20,Adura ft. Mohbad,Bella Shmurda,20,19,38,43,42,45,47,36.285714285714285
21,Bad Influence ,Omah Lay,23,22,39,42,43,42,44,36.42857142857143
22,Loading ft. BadboyTimz,Olamide,22,23,40,44,44,46,43,37.42857142857143
23,Julie,Olamide,25,24,43,41,41,44,45,37.57142857142857
24,Love Like This ft. Fireboy DML,Lil Kesh,24,21,41,45,45,47,49,38.857142857142854
25,If You No Love,Chike,27,27,46,49,50,49,50,42.57142857142857
26,Lie,Kizz Daniel,201,201,1,1,1,1,1,58.142857142857146
27,Understand,Omah Lay,201,201,2,2,2,2,2,58.857142857142854
28,High ft. Davido,Adekunle Gold,201,201,3,3,4,4,4,60.0
29,LOML ft. Olamide,Cheque,201,201,5,5,5,6,7,61.42857142857143
30,Medicine,Jaywillz,201,201,7,7,7,7,8,62.57142857142857
31,Bounce,Ruger,201,201,9,10,12,12,13,65.42857142857143
32,Testimony,Buju,201,201,11,12,13,14,14,66.57142857142857
33,History ft. Fireboy DML,Cheque,201,201,13,13,14,13,15,67.14285714285714
34,Let Me Know,Mayorkun,201,201,16,16,17,17,18,69.42857142857143
35,Running (To You) ft. Simi,Chike,201,201,19,19,20,20,20,71.42857142857143
36,Big Thug Boys,AV,201,201,18,18,21,21,21,71.57142857142857
37,Champion ft. D Smoke,Fireboy DML,201,201,24,25,23,24,25,74.71428571428571
38,Celebrate Me,Patoranking,201,201,22,24,26,26,27,75.28571428571429
39,MAKAVELI,T-Classic,201,201,21,26,30,32,39,78.57142857142857
40,Way Too Big,Burna Boy,201,201,29,30,31,31,30,79.0
41,Abule,Patoranking,201,201,33,37,34,35,35,82.28571428571429
42,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay",DJ Tunez,201,201,32,36,35,38,36,82.71428571428571
43,23,Burna Boy,201,201,37,39,40,40,37,85.0
44,Aye,Naira Marley,201,28,44,47,48,50,201,88.42857142857143
45,Felony,CKay,201,201,42,46,47,48,48,90.42857142857143
46,Searching ft. Bongos Ikwue,2Baba,201,201,201,22,19,23,24,98.71428571428571
47,Shako,Barry Jhay,201,201,201,31,27,25,31,102.42857142857143
48,Shameful,King O.T,201,201,201,34,39,37,38,107.28571428571429
49,Bia,Phyno,26,25,45,201,201,201,201,128.57142857142858
50,Ada,Kizz Daniel,201,201,48,48,46,201,201,135.14285714285714
51,Loose It ft. Eskeez,Olamide,201,201,201,201,201,33,5,149.0
52,Confession,Omah Lay,28,26,201,201,201,201,201,151.28571428571428
53,Lo Lo,Omah Lay,201,29,47,201,201,201,201,154.42857142857142
54,Essence ft. Tems,WizKid,201,201,50,201,49,201,201,157.71428571428572
55,Ginger ft. Burna Boy,WizKid,201,201,49,50,201,201,201,157.71428571428572
56,Shining Star,Chayuta,10,201,201,201,201,201,201,173.71428571428572
57,Thinking,Okal,201,201,201,201,201,19,201,175.0
58,Searching ft. DJ Tainny & KPE,Kolski Coolzee,201,201,201,201,201,201,22,175.42857142857142
59,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,201,201,201,201,201,201,42,178.28571428571428
