,artist,song
0,PlaTBoss,Good Girls ft. Grafezzy
1,Kanye West,Off The Grid
2,Kanye West,Praise God
3,Lojay,Monalisa ft. Sarz
4,Dremo,Wonder ft. Patoranking
5,Kanye West,Jail
6,Mrolaide ,Ride
7,Kaptain,Check Yourself
8,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
9,Kanye West,God Breathed
10,PlaTBoss,Matriculation (Intro)
11,Naira Marley,Koleyewon
12,PlaTBoss,Hustler's Tale
13,Kanye West,Hurricane
14,PlaTBoss,Politics and Lies
15,PlaTBoss,Trust Issues
16,Jae5,Dimension ft. Skepta & Rema
17,PlaTBoss,Tomorrow Never Comes
18,Vector,Early Momo ft. Good Girl LA
19,PlaTBoss,Balling
20,Phyno,For the Money ft. Peruzzi
21,PlaTBoss,Living It Up
22,PlaTBoss,Indifferent
23,PlaTBoss,Graduation
24,Erigga,Many Nites
25,Sarkodie,Non Living Thing feat. Oxlade
26,Roddy Ricch,Late At Night
27,M.I Abaga,All My Life (feat. Oxlade)
28,Dave,System ft. WizKid
29,Kanye West,Donda Chant
30,Kanye West,Donda
31,Kanye West,No Child Left Behind
32,Kanye West,Jonah
33,Sarkodie,Coachella feat. Kwesi Arthur
34,Nasty C,Jack
35,Erigga,Dick Appointment
36,Black Sherif,Second Sermon
37,Kanye West,Moon
38,Kanye West,Ok Ok
39,Kanye West,Believe What I Say
40,Kanye West,Jesus Lord
41,Juice WRLD,Stay High
42,Roddy Ricch,The Box
43,Efe,Campaign ft. Ice Prince & BOJ
44,Juice WRLD,Wishing Well
45,Kanye West,Lord I Need You
46,Roddy Ricch,Die Young
47,Lojay,Tonongo ft. Sarz
48,Pop Smoke,Mood Swings ft. Lil Tjay
49,Pop Smoke,Dior
