,artist,song
0,Lojay,Monalisa ft. Sarz
1,PlaTBoss,Matriculation (Intro)
2,PlaTBoss,Hustler's Tale
3,PlaTBoss,Politics and Lies
4,PlaTBoss,Trust Issues
5,PlaTBoss,Tomorrow Never Comes
6,PlaTBoss,Good Girls ft. Grafezzy
7,PlaTBoss,Balling
8,PlaTBoss,Living It Up
9,PlaTBoss,Indifferent
10,PlaTBoss,Graduation
11,Kaptain,Check Yourself
12,Ruger,Bounce (UK Remix) ft. Midas The Jagaban
13,Naira Marley,Koleyewon
14,Vector,Early Momo ft. Good Girl LA
15,Jae5,Dimension ft. Skepta & Rema
16,Dremo,Wonder ft. Patoranking
17,Sarkodie,Non Living Thing feat. Oxlade
18,Phyno,For the Money ft. Peruzzi
19,Dave,System ft. WizKid
20,Erigga,Many Nites
21,Roddy Ricch,Late At Night
22,M.I Abaga,All My Life (feat. Oxlade)
23,Nasty C,Jack
24,Black Sherif,Second Sermon
25,Mrolaide ,Ride
26,Erigga,Dick Appointment
27,Juice WRLD,Stay High
28,Roddy Ricch,The Box
29,Pop Smoke,Dior
30,Roddy Ricch,Die Young
31,Cardi B,Up
32,Show Dem Camp,Align ft. LadiPoe
33,Pop Smoke,Mood Swings ft. Lil Tjay
34,Erigga,Wahala Dey
35,Lojay,Tonongo ft. Sarz
36,Balloranking,Sorry ft. Mohbad
37,Dave,Lazarus ft. Boj
38,Roddy Ricch,Down Below
39,Erigga,I No Wear Pant
40,Juice WRLD,Wishing Well
41,Dremo,East To West ft. Jeriq
42,LiL Baby,Voice of the Heroes ft. Lil Durk
43,Pop Smoke,Bout A Million ft. 21 Savage & 42 Dugg
44,Sarkodie,Coachella feat. Kwesi Arthur
45,Dremo,Ego ft. Jeriq
46,Roddy Ricch,High Fashion (feat. Mustard)
47,Dave,Clash ft. Stormzy
48,Pop Smoke,Tell The Vision ft. Kanye West & Pusha T
49,Juice WRLD,Robbery
