rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feel,Mrolaide ,1,1,1,2,1,2,3,1.5714285714285714
2,Check Yourself,Kaptain,2,2,2,1,2,1,2,1.7142857142857142
3,Dimension ft. Skepta & Rema,Jae5,3,3,3,3,4,4,5,3.5714285714285716
4,Koleyewon,Naira Marley,7,4,5,5,5,5,6,5.285714285714286
5,Tell The Vision ft. Kanye West & Pusha T,Pop Smoke,6,5,4,6,6,6,7,5.714285714285714
6,Jack,Nasty C,16,16,6,4,3,3,4,7.428571428571429
7,Many Nites,Erigga,10,7,8,8,8,12,9,8.857142857142858
8,Good News,Pop Smoke,4,6,7,7,9,15,22,10.0
9,Bout A Million ft. 21 Savage & 42 Dugg,Pop Smoke,8,10,11,11,13,8,13,10.571428571428571
10,For the Money ft. Peruzzi,Phyno,14,11,9,9,11,10,11,10.714285714285714
11,Early Momo ft. Good Girl LA,Vector,13,14,12,13,12,11,12,12.428571428571429
12,Coachella ft. Kwesi Arthur,Sarkodie,9,9,13,14,14,13,16,12.571428571428571
13,More Time,Pop Smoke,5,8,10,15,15,18,35,15.142857142857142
14,Monalisa ft. Sarz,Lojay,30,23,17,10,7,7,14,15.428571428571429
15,Dick Appointment,Erigga,17,15,15,16,16,16,18,16.142857142857142
16,Align ft. LadiPoe,Show Dem Camp,12,12,16,24,24,26,25,19.857142857142858
17,Manslaughter ft. Rick Ross & Th,ream - Pop Smoke,11,13,14,17,20,24,44,20.428571428571427
18,Tycoon ft. Reminisce & Mojo,Show Dem Camp,45,47,18,12,10,9,20,23.0
19,Woo Baby ft. Chris Brown,Pop Smoke,19,18,20,20,26,31,45,25.571428571428573
20,Motley Crew,Post Malone,40,45,25,19,17,14,24,26.285714285714285
21,Late At Night,Roddy Ricch,34,37,39,27,19,17,15,26.857142857142858
22,LV N ATTN feat. Wizkid ft. Sarz & Wizkid,Lojay,35,33,23,22,22,23,31,27.0
23,All My Life (feat. Oxlade),M.I Abaga,37,36,40,30,23,19,19,29.142857142857142
24,Tonongo ft. Sarz,Lojay,42,39,29,21,21,21,32,29.285714285714285
25,Wahala Dey,Erigga,31,30,28,26,30,27,33,29.285714285714285
26,Dior,Pop Smoke,32,32,31,28,27,29,30,29.857142857142858
27,Vibration ft. Vic Mensa,Sarkodie,33,35,33,23,28,25,40,31.0
28,Voice of the Heroes ft. Lil Durk,LiL Baby,44,43,37,25,25,22,36,33.142857142857146
29,Vipers ft. Jesse Jagz & Tomi Thomas,Show Dem Camp,22,19,26,47,49,44,26,33.285714285714285
30,Ego ft. Jeriq,Dremo,36,34,41,36,35,33,42,36.714285714285715
31,Problem,Kaptain,49,49,43,34,32,28,41,39.42857142857143
32,I No Wear Pant,Erigga,39,41,42,41,42,38,47,41.42857142857143
33,Stay High,Juice WRLD,46,38,44,42,40,36,46,41.714285714285715
34,East To West ft. Jeriq,Dremo,43,42,46,45,47,41,50,44.857142857142854
35,Coupe,Pop Smoke,23,25,19,18,18,20,201,46.285714285714285
36,Brush Em ft. Rah Swish,Pop Smoke,15,17,21,29,29,30,201,48.857142857142854
