Position,song,artist
1,Onyeka (Baby),Burna Boy
2,Sere,"Spinall, Fireboy DML"
3,Somebody (feat. Phyno),Olamide
4,It Is What It Is,Adekunle Gold
5,Milele,"Somi, Thandiswa"
6,Summeryomuthi,Blaq Diamond
7,Alright (feat. Shatta Wale),King Promise
8,Essence (feat. Tems),WizKid
9,FOR YOU,Teni
10,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
11,Kilometre,Burna Boy
12,Sempe,L.A.X
13,Feeling,LADIPOE
14,Activate,Stonebwoy
15,DKT,Oxlade
16,Pretty Girl,Adekunle Gold
17,No Stress,WizKid
18,Lonely,Joeboy
19,MOSLADO,Teni
20,Damn (feat. 6lack),Omah Lay
21,Cool Me Down (feat. Wizkid),DJ Tunez
22,Soundgasm,Rema
23,Flex,Kizz Daniel
24,Dangerous Love,Tiwa Savage
25,Wettin Dey Sup,Burna Boy
26,Jeje de Whine,CKay
27,Woman,Rema
28,Celebration,Joeboy
29,Kini Issue,Runtown
30,Ogaranya,Reminisce
31,Everytime - Remix,Spinall
32,Can't Let You Go - Remix,Stefflon Don
33,Badman Love,Skales
34,Green Light,Olamide
35,Abule,Patoranking
36,Jeje,Diamond Platnumz
37,NO LONGER BENEFICIAL,Simi
38,One Shirt (feat. Jonzing World),D'Prince
39,The Don,Mr Eazi
40,Konnect,Maleek Berry
41,Nana Nyame,Gyakie
42,I Choose You,Yemi Alade
43,Bounce,Ruger
44,Addicted,Niniola
45,Saudi Arabia,Mr Eazi
46,This Your Body,Skales
47,Kiss Me Like You Miss Me,CKay
48,Proud,Oladapo
49,Tellin Me Something,Nelson Freitas
50,Tele,Kelvyn Boy
51,Angel,Ric Hassani
52,Outside,Buju
53,ALREADY,Beyoncé
54,Konna,HarrySong
55,Rock,Olamide
56,Running (To You),chike
57,CHOP N PRAY,WurlD
58,ELI,Fireboy DML
59,Risky,DaVido
60,Gobe - Remix,L.A.X
