rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Antidote (feat. Adekunle Gold),Nao,4,3,3,4,4,2,2,3.142857142857143
2,Love Somebody,Rotimi,2,4,2,2,2,7,4,3.2857142857142856
3,Essence (feat. Tems),WizKid,3,2,4,3,3,8,8,4.428571428571429
4,Real Life (feat. Stormzy),Burna Boy,7,6,6,6,6,3,6,5.714285714285714
5,Mandy,Scribz Riley,6,7,7,9,9,5,3,6.571428571428571
6,D & G (feat. Summer Walker),DaVido,9,34,8,7,7,11,5,11.571428571428571
7,AWAY,Oxlade,22,13,9,8,8,6,20,12.285714285714286
8,No Stress,WizKid,12,9,11,26,26,20,13,16.714285714285715
9,Godly,Omah Lay,16,11,19,28,28,4,27,19.0
10,Damn (feat. 6lack),Omah Lay,24,29,26,13,13,12,17,19.142857142857142
11,Silver Tongue Devil (feat. Shenseea),Masego,17,26,21,17,17,32,12,20.285714285714285
12,Can't Let You Go,Stefflon Don,21,24,27,23,23,9,24,21.571428571428573
13,Slow Down (feat. Tion Wayne),Darkoo,10,10,10,10,10,97,10,22.428571428571427
14,Lo Lo,Omah Lay,34,17,12,18,18,35,35,24.142857142857142
15,Blessings REMIX (feat. French Montana & Davido),Angel,33,27,36,24,24,28,18,27.142857142857142
16,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,48,23,35,32,32,26,31,32.42857142857143
17,Eve Bounce,Remix - Yung L,29,31,29,49,49,21,19,32.42857142857143
18,Baby I'm Jealous,Mr Eazi,23,38,52,43,43,19,25,34.714285714285715
19,4AM,Manny Norté,45,36,40,34,34,34,28,35.857142857142854
20,Ginger Me,Rema,18,19,28,73,73,40,11,37.42857142857143
21,Soweto Blues,Juls,38,37,59,22,22,54,34,38.0
22,Dream Girl,Global Remix - Ir Sais,39,39,50,38,38,33,41,39.714285714285715
23,Princess Cuts (feat. Young T & Bugsey),Headie One,47,42,61,16,16,51,49,40.285714285714285
24,Lonely,Joeboy,27,48,57,31,31,14,80,41.142857142857146
25,Come Over (Remix),Jorja Smith,37,33,43,58,58,36,30,42.142857142857146
26,In My Bed,Rotimi,8,32,23,62,62,68,50,43.57142857142857
27,Smile (feat. H.E.R.),WizKid,40,51,55,47,47,47,38,46.42857142857143
28,Longtime (feat. Skepta),WizKid,55,60,45,39,39,39,52,47.0
29,E Be Mad,Mr Eazi,72,62,44,37,37,73,9,47.714285714285715
30,FOR YOU,Teni,44,88,41,42,42,17,61,47.857142857142854
31,ALREADY,Beyoncé,36,18,86,54,54,43,48,48.42857142857143
32,Gal Policy (Remix) [feat. Tiwa Savage],Kranium,46,44,32,53,53,56,60,49.142857142857146
33,Pretty Girl,Adekunle Gold,43,73,60,66,66,15,39,51.714285714285715
34,Say Cheese,KiDi,64,66,64,41,41,25,74,53.57142857142857
35,MAD,Sarz,56,52,62,61,61,29,68,55.57142857142857
36,Killa (feat. DaVido),Teyana Taylor,52,12,22,77,77,65,87,56.0
37,KOLO (feat. Oxlade),Ice Prince,67,98,56,57,57,24,36,56.42857142857143
38,Koroba,Tiwa Savage,57,100,37,60,60,22,65,57.285714285714285
39,Ginger (feat. Burna Boy),WizKid,26,16,16,19,19,13,301,58.57142857142857
40,Can't Let You Go,Remix - Stefflon Don,70,61,94,40,40,80,32,59.57142857142857
41,Blessed (feat. Damian Marley),WizKid,19,41,24,12,12,301,23,61.714285714285715
42,Oreke,E Kelly,31,72,90,81,81,62,16,61.857142857142854
43,Gum Body (feat. Jorja Smith),Burna Boy,13,22,34,35,35,301,22,66.0
44,Know Your Worth,Khalid,28,301,31,33,33,23,29,68.28571428571429
45,The Don,Mr Eazi,83,90,99,65,65,99,33,76.28571428571429
46,Champion,Fireboy DML,96,50,77,79,79,95,64,77.14285714285714
47,Tattoo,Fireboy DML,301,35,14,46,46,16,83,77.28571428571429
48,Location (feat. Burna Boy),Dave,94,71,73,90,90,70,78,80.85714285714286
49,Smooth MF,Agho,80,89,91,80,80,84,67,81.57142857142857
50,See Through,Chip,59,301,13,29,29,91,70,84.57142857142857
51,Peace Of Mind,Rema,301,87,51,14,14,85,46,85.42857142857143
52,Peace,Mannywellz,69,49,301,48,48,30,62,86.71428571428571
53,System (feat. WizKid),"Dave, WizKid",1,1,1,1,1,301,301,86.71428571428571
54,Attention,Tiwa Savage,301,69,65,44,44,38,47,86.85714285714286
55,Lenu,Remix - Buju,68,81,301,27,27,55,58,88.14285714285714
56,Boom Bam (feat. Young T & Bugsey),Not3s,5,5,5,5,5,301,301,89.57142857142857
57,Ryde,Niniola,62,64,49,63,63,44,301,92.28571428571429
58,Testimony,Buju,15,15,15,15,15,301,301,96.71428571428571
59,Wasted Energy (feat. Kaash Paige & Diamond Platnumz),Remix - Alicia Keys,50,68,301,82,82,50,45,96.85714285714286
60,It Go Bad,Nnabu,90,70,301,45,45,49,96,99.42857142857143
61,Rumour,Kaien Cruz,20,20,20,20,20,301,301,100.28571428571429
62,Bobo,Aya Nakamura,97,301,75,78,78,46,37,101.71428571428571
63,Oh My,Lavaud,53,58,96,55,55,301,99,102.42857142857143
64,Anybody,Burna Boy,63,96,301,71,71,48,72,103.14285714285714
65,Guestlist,Frenna,301,47,58,97,97,94,43,105.28571428571429
66,Surround Me,Ayotemi,30,30,30,30,30,301,301,107.42857142857143
67,Do To Me,H.E.R.,88,65,301,86,86,64,73,109.0
68,Bad Shit,Jarreau Vandal,65,67,72,87,87,301,86,109.28571428571429
69,Be Honest (feat. Burna Boy),Jorja Smith,58,86,301,85,85,81,82,111.14285714285714
70,Play Play (feat. Burna Boy),J Hus,82,301,95,95,95,98,53,117.0
71,God's Work (feat. iLL BLU),IAMDDB,41,301,301,59,59,77,26,123.42857142857143
72,MOSLADO,Teni,301,301,33,72,72,27,71,125.28571428571429
73,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello],DJ Tunez Remix - Robert Glasper,66,40,76,56,56,301,301,128.0
74,Lento,Mr Eazi,301,54,301,52,52,63,81,129.14285714285714
75,Sponono,Kabza De Small,35,55,301,75,75,301,63,129.28571428571428
76,African Girl Bad,Zoro,301,301,38,67,67,88,88,135.71428571428572
