Position,song,artist
1,Essence (feat. Justin Bieber & Tems),"WizKid, Justin Bieber, Tems"
2,Big Thug Boys,AV
3,Sinner,Adekunle Gold
4,Ojuju,Oxlade
5,Ababuyanga,Aymos
6,Shopping Spree (feat. Chris Brown & Young Thug),DaVido
7,Somebody’s Son (Ft Brandy),Tiwa Savage
8,Understand,Omah Lay
9,Joy,Blxckie
10,Celebrate Me,Patoranking
11,Peru,Fireboy DML
12,Soundgasm,Rema
13,Bounce - UK Remix,Ruger
14,Izolo,"DJ Maphorisa, Madumane, Mpura, Daliwonga"
15,All of This (Jorja Smith x GuiltyBeatz),Jorja Smith
16,Love Me,Juls
17,Feeling,LADIPOE
18,Fashion Killer,Ayra Starr
19,Ex,Nikita Kering'
20,Ring My Line (feat. Headie One),King Promise
21,Lie,Kizz Daniel
22,Door,Joeboy
23,Forever (Remix),Gyakie
24,LV N ATTN feat. Wizkid,Lojay
25,SPUNK,WurlD
26,Lakiriboto,Liya
27,Kilometre,Burna Boy
28,GUPTA,Focalistic
29,KPK (Ko Por Ke),Rexxie
30,Testimony,Buju
31,Dimension (feat. Skepta & Rema),JAE5
32,System (feat. WizKid),Dave
33,Kamata,Diamond Platnumz
34,Music Messiah,DJ Neptune
35,Running (To You),chike
36,MOSLADO,Teni
37,Ba Xolele - 729 Street Vocal,Dzo 729
38,Slow Down,King Promise
39,Coming,Naira Marley
40,Rock,Olamide
41,Sweety,Yemi Alade
42,Non Living Thing (feat. Oxlade),Sarkodie
43,Siyathandana,Cassper Nyovest
44,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,DJ Tarico
45,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba
46,Emlanjeni,De Mthuda
47,Niko Sawa,Nviiri The Storyteller
48,Only You,GIMS
49,Nossas Coisas (feat. Ary),C4 Pedro
50,Bosana,El Mukuka
