Position,song,artist
1,Love Somebody,Rotimi
2,Mandy,Scribz Riley
3,Ginger Me,Rema
4,Real Life (feat. Stormzy),"Burna Boy, Stormzy"
5,See Through,Chip
6,No Stress,WizKid
7,AWAY,Oxlade
8,Godly,Omah Lay
9,D & G (feat. Summer Walker),DaVido
10,Ginger (feat. Burna Boy),WizKid
11,In My Bed,Rotimi
12,Dimension (feat. Skepta & Rema),"JAE5, Rema"
13,ALREADY,Beyoncé
14,Can't Let You Go,Stefflon Don
15,Dream Girl - Global Remix,Ir Sais
16,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
17,4AM,"Manny Norté, Love Renaissance (LVRN)"
18,Blessed (feat. Damian Marley),WizKid
19,Lonely,Joeboy
20,Antidote (feat. Adekunle Gold),Nao
21,Trouble,DRB Lasgidi
22,Killa (feat. DaVido),Teyana Taylor
23,Eve Bounce - Remix,Yung L
24,Lo Lo,Omah Lay
25,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,Robert Glasper
26,Silver Tongue Devil (feat. Shenseea),Masego
27,Blessings REMIX (feat. French Montana & Davido),Angel
28,Gum Body (feat. Jorja Smith),Burna Boy
29,Can't Let You Go - Remix,Stefflon Don
30,Sacrifices (feat. Tim Lyre),DAP The Contract
31,Damn (feat. 6lack),Omah Lay
32,Soweto Blues,Juls
33,Smile (feat. H.E.R.),WizKid
34,Come Over (Remix),Jorja Smith
35,Pretty Girl,Adekunle Gold
36,Koroba,Tiwa Savage
37,KOLO (feat. Oxlade),Ice Prince
38,Know Your Worth,Khalid
39,Princess Cuts (feat. Young T & Bugsey),Headie One
40,Oreke,E Kelly
41,Peace Of Mind,Ayo Jay
42,Attention,Tiwa Savage
43,"Slow Down (feat. H.E.R., DaVido, & Oxlade) - P2J Remix",Skip Marley
44,Sponono,Kabza De Small
45,Baby I'm Jealous,Mr Eazi
46,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
47,MAD,Sarz
48,Do To Me,H.E.R.
49,Longtime (feat. Skepta),WizKid
50,Lenu - Remix,Buju
51,Everytime,Spinall
52,MOSLADO,Teni
53,Champion,Fireboy DML
54,Smooth MF,Agho
55,Ryde,Niniola
56,Play Play (feat. Burna Boy),J Hus
57,E Be Mad,Mr Eazi
58,FIND YOUR WAY BACK,Beyoncé
59,Location (feat. Burna Boy),Dave
60,Peace,Mannywellz
61,Tattoo,Fireboy DML
62,FOR YOU,Teni
63,Wonderful,Burna Boy
64,I Spy,Lila Iké
65,Joro,WizKid
66,Wasted Energy (feat. Kaash Paige & Diamond Platnumz) - Remix,Alicia Keys
67,Say Cheese,KiDi
68,ELI,Fireboy DML
69,Anybody,Burna Boy
70,Oh My,Lavaud
71,Nu Riddim,Ycee
72,REQUIRE,DJ Tunez
73,Badman Love - Remix,Skales
74,JA ARA E,Burna Boy
75,Pamela,Wauve
76,God's Work (feat. iLL BLU),IAMDDB
77,Doudou,Aya Nakamura
78,Make Up Your Mind (feat. Tekno),Ice Prince
79,Simmer (feat. Burna Boy),Mahalia
80,Repeat (feat. Koffee),J Hus
81,Solo,Shakka
82,The Recipe,Aluna
83,Holy Ground (feat. Nicki Minaj),DaVido
84,The Don,Mr Eazi
85,Baajo,Kwesi Arthur
86,Higher,Tems
87,So Lovely,Buju
88,Risky,DaVido
89,Temptation,Tiwa Savage
90,Curious (feat. Jimi Tents & Garren),VanJess
91,Marry Me,Smallgod
92,Bad Shit,Jarreau Vandal
93,Ke Star - Remix,Focalistic
94,Take Me Home,Lady Donli
95,Music Messiah,DJ Neptune
96,Wishes,Juls
97,So Crazy (feat. Lil Baby),DaVido
98,It Go Bad,Nnabu
99,Dangerous Love - Møme Edit,Tiwa Savage
