Position,song,artist
1,Understand,Omah Lay
2,Feeling,"LADIPOE, Buju"
3,It Is What It Is,Adekunle Gold
4,Essence (feat. Tems),WizKid
5,Somebody’s Son (Ft Brandy),Tiwa Savage
6,Summeryomuthi,Blaq Diamond
7,Sere,Spinall
8,Bounce,Ruger
9,Essence (feat. Justin Bieber & Tems),"WizKid, Tems"
10,Soundgasm,Rema
11,Sinner,Adekunle Gold
12,Peru,Fireboy DML
13,Sempe,L.A.X
14,DKT,Oxlade
15,Crazy Tings,Tems
16,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
17,Celebration,Joeboy
18,Kilometre,Burna Boy
19,MOSLADO,Teni
20,Fashion Killer,Ayra Starr
21,No Stress,WizKid
22,Shopping Spree (feat. Chris Brown & Young Thug),DaVido
23,Lonely,Joeboy
24,Dangerous Love,Tiwa Savage
25,Everytime - Remix,Spinall
26,Onyeka (Baby),Burna Boy
27,Slow Down,King Promise
28,Green Light,Olamide
29,FOR YOU,Teni
30,Flex,Kizz Daniel
31,Woman,Rema
32,Damn (feat. 6lack),Omah Lay
33,Alright (feat. Shatta Wale),King Promise
34,Pretty Girl,Adekunle Gold
35,Rock,Olamide
36,Cool Me Down (feat. Wizkid),DJ Tunez
37,Addicted,Niniola
38,Jeje de Whine,CKay
39,Lie,Kizz Daniel
40,Gobe - Remix,L.A.X
41,This Your Body,Skales
42,Saudi Arabia,Mr Eazi
43,NEED ME,Gyakie
44,Mood (feat. Buju),WizKid
45,CHOP N PRAY,WurlD
46,NO LONGER BENEFICIAL,Simi
47,"Jam Now, Simmer Down",Blinky Bill
48,One Shirt (feat. Jonzing World),D'Prince
49,Kini Issue,Runtown
50,Proud,Oladapo
51,Fountains (with Tems),Drake
52,Outside,Buju
53,Kiss Me Like You Miss Me,CKay
54,Ogaranya,Reminisce
55,Badman Love,Skales
56,The Don,Mr Eazi
57,Question (feat. Don Jazzy),Burna Boy
58,High,Adekunle Gold
59,Fine Wine (feat. King Promise & Joeboy),R2Bees
60,Smile (feat. H.E.R.),WizKid
