Position,song,artist
1,Fountains (with Tems),"Drake, Tems"
2,Essence (feat. Tems),WizKid
3,Antidote (feat. Adekunle Gold),Nao
4,Mandy,Scribz Riley
5,High,Adekunle Gold
6,Silver Tongue Devil (feat. Shenseea),Masego
7,Love Somebody,Rotimi
8,Ginger (feat. Burna Boy),WizKid
9,Godly,Omah Lay
10,Slow Down (feat. Tion Wayne),Darkoo
11,D & G (feat. Summer Walker),DaVido
12,Dimension (feat. Skepta & Rema),"JAE5, Rema"
13,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,"Robert Glasper, DJ Tunez"
14,Real Life (feat. Stormzy),Burna Boy
15,Essence (feat. Justin Bieber & Tems),WizKid
16,Damn (feat. 6lack),Omah Lay
17,Come Over (Remix),Jorja Smith
18,AWAY,Oxlade
19,Trouble,"DRB Lasgidi, Tems"
20,Woman,Doja Cat
21,No Stress,WizKid
22,Dream Girl - Global Remix,Ir Sais
23,Can't Let You Go,Stefflon Don
24,Lo Lo,Omah Lay
25,Fiction (feat. Busy Signal),Rotimi
26,Gum Body (feat. Jorja Smith),Burna Boy
27,Higher,Tems
28,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
29,Baby I'm Jealous,Mr Eazi
30,Point and Kill,Little Simz
31,Blessed (feat. Damian Marley),WizKid
32,Blessings REMIX (feat. French Montana & Davido),Angel
33,Eve Bounce - Remix,Yung L
34,Lonely,Joeboy
35,Princess Cuts (feat. Young T & Bugsey),Headie One
36,KOLO (feat. Oxlade),Ice Prince
37,4AM,Manny Norté
38,Know Your Worth,Khalid
39,Sponono,Kabza De Small
40,Oreke,E Kelly
41,MAD,Sarz
42,Ginger Me,Rema
43,Peace,Mannywellz
44,Tattoo,Fireboy DML
45,Everytime,Spinall
46,Bloody Samaritan,Ayra Starr
47,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez
48,Location (feat. Burna Boy),Dave
49,Lento,Mr Eazi
50,Ryde,Niniola
51,Bobo,Aya Nakamura
52,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,Phony Ppl
53,God's Work (feat. iLL BLU),IAMDDB
54,"Slow Down (feat. H.E.R., DaVido, & Oxlade) - P2J Remix",Skip Marley
55,E Be Mad,Mr Eazi
56,Nnobody,Nnabu
57,System (feat. WizKid),Dave
58,Solo,Shakka
59,A Million,Mannywellz
60,Wasted Energy (feat. Kaash Paige & Diamond Platnumz) - Remix,Alicia Keys
61,Killa (feat. DaVido),Teyana Taylor
62,See Through,Chip
63,African Girl Bad,Zoro
64,CHOP N PRAY,WurlD
65,Longtime (feat. Skepta),WizKid
66,Ke Star - Remix,Focalistic
67,Champion,Fireboy DML
68,So Lovely,Buju
69,ALREADY,Beyoncé
70,Love Nobody,WurlD
71,Joro,WizKid
72,REQUIRE,DJ Tunez
73,Peace Of Mind,Rema
74,Nu Riddim,Ycee
75,Oh My,Lavaud
76,Soweto Blues,Juls
77,Smile (feat. H.E.R.),WizKid
78,Lenu - Remix,Buju
79,It Go Bad,Nnabu
80,Play Play (feat. Burna Boy),J Hus
81,Pamela,Wauve
82,Smooth MF,Agho
83,The Don,Mr Eazi
84,Comfortable (feat. Davido),Preme
85,Carefully,Nana Fofie
86,Koroba,Tiwa Savage
87,I Spy,Lila Iké
88,Pretty Girl,Adekunle Gold
89,Beg Friend,Juls
90,Fashion Killer,Ayra Starr
91,Bad Shit,Jarreau Vandal
92,Be Honest (feat. Burna Boy),Jorja Smith
93,DRUNK GUITAR (feat. Potter Payper),NSG
94,Holy Ground (feat. Nicki Minaj),DaVido
95,Sweetie Odo,Juls
96,Do To Me,H.E.R.
97,Questions (feat. Kojo Funds),Gino J
98,Can't Let You Go - Remix,Stefflon Don
99,Guestlist,Frenna
