Position,song,artist
1,Understand,Omah Lay
2,Feeling,"LADIPOE, Buju"
3,Soundgasm,Rema
4,Kilometre,Burna Boy
5,Siyathandana,"Cassper Nyovest, Boohle"
6,Essence (feat. Tems),WizKid
7,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)","Alikiba, Tommy Flavour"
8,Banyana,"DJ Maphorisa, Kabza De Small"
9,Non Living Thing (feat. Oxlade),Sarkodie
10,System (feat. WizKid),Dave
11,Celebrate Me,Patoranking
12,KPK (Ko Por Ke),Rexxie
13,Music Messiah,DJ Neptune
14,Shopping Spree (feat. Chris Brown & Young Thug),DaVido
15,Testimony,Buju
16,Door,Joeboy
17,Sinner,Adekunle Gold
18,Bounce - UK Remix,Ruger
19,MOSLADO,Teni
20,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,DJ Tarico
21,Emlanjeni,De Mthuda
22,Dimension (feat. Skepta & Rema),JAE5
23,Focus,Joeboy
24,Nossas Coisas (feat. Ary),C4 Pedro
25,Forever (Remix),Gyakie
26,Rock,Olamide
27,Slow Down,King Promise
28,Only You,GIMS
29,Running (To You),chike
30,Kilofese - Remix,Zinoleesky
31,Dinaledi,Major League Djz
32,LV N ATTN feat. Wizkid,Lojay
33,Koroba,Tiwa Savage
34,Kamata,Diamond Platnumz
35,Coming,Naira Marley
36,GUPTA,Focalistic
37,Let Dem Kno,Smallgod
38,Jowo,DaVido
39,Big Thug Boys,AV
40,This Your Body,Skales
41,Khuza Gogo,"DBN Gogo, M.J"
42,Meliza,DJ Flex
43,Send Me Nudes (feat. Joey B),KiDi
44,Niko Sawa,Nviiri The Storyteller
45,Woza,Mr JazziQ
46,Breakup Riddim,DJ Aroma
47,Karma,Odeal
48,Solace,Ajebo Hustlers
49,PEPE,L.A.X
50,Bosana,El Mukuka
