Position,song,artist
1,ATL,Ecool
2,Peru,Fireboy DML
3,Lie,Kizz Daniel
4,Question (feat. Don Jazzy),"Burna Boy, Don Jazzy"
5,Bloody Samaritan,Ayra Starr
6,Understand,Omah Lay
7,Let Me Know,Mayorkun
8,Monalisa,Lojay
9,Tale Bana,Zarion Uti
10,Essence (feat. Justin Bieber & Tems),"WizKid, Tems"
11,Down On Me,Benson
12,Sinner,Adekunle Gold
13,Feel Good,Mohbad
14,Ojuju,Troniq Music
15,Bounce,Rema
16,Outside,Buju
17,Somebody’s Son (Ft Brandy),Tiwa Savage
18,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Nelson Tivane"
19,Big Thug Boys,AV
20,Feeling,LADIPOE
21,Naira Marley,Zinoleesky
22,Medicine,Jaywillz
23,Fashion Killer,Ayra Starr
24,Confident,Savage
25,Cocaine,Dai Verse
26,Rock,Olamide
27,Soundgasm,Rema
28,Testimony,Buju
29,Tales By Moonlight (Ft Amaarae),Tiwa Savage
30,Pay Me,Troniq Music
31,Essence (feat. Tems),WizKid
32,Party Next Door,Dangbana Republik
33,System (feat. WizKid),Dave
34,Cast (Gen Z Anthem),Ayra Starr
35,Dimension (feat. Skepta & Rema),JAE5
36,Bling (feat. Amaarae & Buju),Blaqbonez
37,Beggie Beggie,Ayra Starr
38,Clash (feat. Stormzy),Dave
39,Ginger (feat. Burna Boy),WizKid
40,Coming,Naira Marley
41,Colorado,Zugo
42,Show Me,Joeboy
43,Blessed (feat. Damian Marley),WizKid
44,Lazarus (feat. Boj),Dave
45,"Work Fada (Ft Nas, Rich King)",Tiwa Savage
46,Tonongo,Lojay
47,More,Troniq Music
48,Alubarika,Zlatan
49,Special Kinda (Ft Tay Iwar),Tiwa Savage
50,HUSTLE,Teni
51,Pronto,Ajebo Hustlers
52,Need To Know,Doja Cat
53,It Is What It Is,Adekunle Gold
54,Felony,CKay
55,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X
56,Southy Love,Peruzzi
57,Mercy,Falz
58,Incomplete,Troniq Music
59,Abu Dhabi,Ruger
60,23,Burna Boy
61,Far Away,Dangbana Republik
62,La La (feat. Ckay),DaVido
63,Pray,Victony
64,Kilometre,Burna Boy
65,Bridgertn,Ayra Starr
66,Lonely,Ayra Starr
67,STAY (with Justin Bieber),The Kid LAROI
68,Reckless,WizKid
69,Rush,Dangbana Republik
70,LV N ATTN feat. Wizkid,Lojay
71,Ke Star - Remix,Focalistic
72,Drug Test,Naira Marley
73,Bank On It,Burna Boy
74,Way Too Big,Burna Boy
75,Snitch,Ayra Starr
76,Ade Ori,Tiwa Savage
77,Forever (Remix),Gyakie
78,World,Dangbana Republik
79,Early Momo,Vector
80,Real Life (feat. Stormzy),Burna Boy
81,Sweet One,WizKid
82,Chosen (feat. Ty Dolla $ign),Blxst
83,Loved By You (feat. Burna Boy),Justin Bieber
84,Out There,Dangbana Republik
85,Late At Night,Roddy Ricch
86,Longtime (feat. Skepta),WizKid
87,Celebrate Me,Patoranking
88,Petite,NSG
89,The Best (feat. Mayorkun),DaVido
90,True Love (feat. Tay Iwar & Projexx),WizKid
91,Karma,Ayra Starr
92,No Stress,WizKid
93,History,Cheque
94,Toxic,Ayra Starr
95,Kilofeshe,Zinoleesky
96,Focus,Joeboy
97,Hallelu,Masterkraft
98,Solace,Ajebo Hustlers
99,Running (To You),chike
