Position,song,artist
1,Ginger (feat. Burna Boy),"WizKid, Burna Boy"
2,Antidote (feat. Adekunle Gold),Nao
3,Love Somebody,Rotimi
4,Trouble,"DRB Lasgidi, Boj, Fresh L., Tems"
5,Godly,Omah Lay
6,Real Life (feat. Stormzy),Burna Boy
7,Mandy,Scribz Riley
8,Blessed (feat. Damian Marley),WizKid
9,Silver Tongue Devil (feat. Shenseea),Masego
10,Slow Down (feat. Tion Wayne),Darkoo
11,MOSLADO,Teni
12,Tattoo,Fireboy DML
13,Essence (feat. Tems),WizKid
14,4AM,Manny Norté
15,Nirvana,Skepta
16,Can't Let You Go,Stefflon Don
17,Lo Lo,Omah Lay
18,D & G (feat. Summer Walker),DaVido
19,Say Cheese,KiDi
20,No Stress,WizKid
21,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,Phony Ppl
22,Peace,Mannywellz
23,Dimension (feat. Skepta & Rema),JAE5
24,Gum Body (feat. Jorja Smith),Burna Boy
25,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez
26,Blessings REMIX (feat. French Montana & Davido),Angel
27,The Don,Mr Eazi
28,Ginger Me,Rema
29,MAD,Sarz
30,Sponono,Kabza De Small
31,Know Your Worth,Khalid
32,Pretty Girl,Adekunle Gold
33,Lonely,Joeboy
34,Eve Bounce - Remix,Yung L
35,Baby I'm Jealous,Mr Eazi
36,Dream Girl - Global Remix,Ir Sais
37,Everytime,Spinall
38,Koroba,Tiwa Savage
39,AWAY,Oxlade
40,Lenu - Remix,Buju
41,Oreke,E Kelly
42,Longtime (feat. Skepta),WizKid
43,Smooth MF,Agho
44,Damn (feat. 6lack),Omah Lay
45,E Be Mad,Mr Eazi
46,Soweto Blues,Juls
47,Smile (feat. H.E.R.),WizKid
48,ELI,Fireboy DML
49,ALREADY,Beyoncé
50,Killa (feat. DaVido),Teyana Taylor
51,Ryde,Niniola
52,See Through,Chip
53,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,Robert Glasper
54,Pamela,Wauve
55,Epo,Joe El
56,In My Bed,Rotimi
57,Attention,Tiwa Savage
58,Princess Cuts (feat. Young T & Bugsey),Headie One
59,Lento,Mr Eazi
60,Holy Ground (feat. Nicki Minaj),DaVido
61,Come Over (Remix),Jorja Smith
62,Can't Let You Go - Remix,Stefflon Don
63,Badman Love - Remix,Skales
64,Nu Riddim,Ycee
65,Higher,Tems
66,CHOP N PRAY,WurlD
67,Roll It,Richie Benson
68,Risky,DaVido
69,Peace Of Mind,Ayo Jay
70,Simmer (feat. Burna Boy),Mahalia
71,New York City Girl,Fireboy DML
72,Enjoyment,Jujuboy Star
73,Bad Shit,Jarreau Vandal
74,Dollas and Cents,TOBi
75,Temptation,Tiwa Savage
76,KOLO (feat. Oxlade),Ice Prince
77,Nnobody,Nnabu
78,So Lovely,Buju
79,A Million,Mannywellz
80,Doudou,Aya Nakamura
81,"Slow Down (feat. H.E.R., DaVido, & Oxlade) - P2J Remix",Skip Marley
82,Location (feat. Burna Boy),Dave
83,Nobody (Amapiano),DJ Neptune
84,Body,Reen
85,Champion,Fireboy DML
86,Do To Me,H.E.R.
87,JA ARA E,Burna Boy
88,Karma,Cuppy
89,Squander,Falz
90,Oh My,Lavaud
91,Guestlist,Frenna
92,REQUIRE,DJ Tunez
93,Take Me Home,Lady Donli
94,Bobo,Aya Nakamura
95,It Go Bad,Nnabu
96,The Recipe,Aluna
97,Make Up Your Mind (feat. Tekno),Ice Prince
98,Solo,Shakka
99,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
