Position,song,artist
1,Round 2 (feat. Giggs),"Sarkodie, Giggs"
2,Feeling,LADIPOE
3,Guestlist,Frenna
4,Jack,Nasty C
5,Alakori,Falz
6,Longtime (feat. Skepta),WizKid
7,African Girl Bad,Zoro
8,Animalistic,Kida Kudz
9,Crown Of Clay,"Vector, Pheelz"
10,First Sermon,Black Sherif
11,Tycoon,Show Dem Camp
12,Black And White,Nasty C
13,Django,Frenna
14,Heartbreaker (feat. Nasty C),Blaqbonez
15,Coachella,Sarkodie
16,A Million,Mannywellz
17,Second Sermon,Black Sherif
18,Make Up Your Mind (feat. Tekno),Ice Prince
19,TBDK (feat. Sinzu & Erigga),M.I. Abaga
20,Midf (Money I Dey Find),Ycee
21,Best I Ever Had,Nasty C
22,Location (feat. Burna Boy),Dave
23,Sore - Remix,Yaw Tog
24,AMMO,Shane Eagle
25,God's Work (feat. iLL BLU),IAMDDB
26,Dragon Roll,Frenna
27,Medusa,H Magnum
28,Fantastic!,Suté Iwar
29,Long Way From Home,PsychoYP
30,Grandad,NSG
31,Play Play (feat. Burna Boy),J Hus
32,Lazarus (feat. Boj),Dave
33,Ye x4,Blxckie
34,Vibration,Sarkodie
35,Real Ones,Breeder LW
36,Question For The Gods,M3NSA
37,Euphoria,PsychoYP
38,Ball Till We Fall,Kida Kudz
39,Wavy (feat. Sarkodie),Khaligraph Jones
40,Winning,Kwesi Arthur
41,Hapo Tu (feat. Chris Kaiga),Nyashinski
42,ASTRONAUTE,Youssoupha
43,Cheki,Oznardi
44,Siberia (feat. Burna Boy),Headie One
45,Africana (feat. Victoria Kimani),Silverstone Barz
46,Smoke From Fire (with The Hics),Bas
47,My Heart,Pappy Kojo
48,THE 5 YEAR PLAN,A-Reece
49,FAIS ÇA BIEN,Damso
50,Hmm - Remix,G4 Boyz
51,Deep In Da Streets,TNT Kenya
52,K:HOVA,K.O
53,Sinner,"Smallgod, Kwaku DMC, Lp2loose"
54,Peace of Mind,Skepta
55,Level Up,Kmw
56,David,Blxckie
57,Mona Lisa,Booba
58,Amigo,Lous and The Yakuza
59,My Brudda,Yung Nnelg
60,Ox,Gabe 'Nandez
61,Σ. MOROSE,Damso
62,DONE,Frida Amani
63,RE(a)D (with Bas),Dua Saleh
64,Problem No Dey Finish,BRYAN THE MENSAH
65,GYM,Kiki Marley
66,It's Not A Gun,DAP The Contract
67,Solace,Ajebo Hustlers
