Position,song,artist
1,Sinner,"Adekunle Gold, Lucky Daye"
2,Testimony,Buju
3,Understand,Omah Lay
4,Sere,Spinall
5,Milele,"Somi, Thandiswa"
6,Lonely,Joeboy
7,Feeling,LADIPOE
8,Essence (feat. Tems),WizKid
9,It Is What It Is,Adekunle Gold
10,Sempe,L.A.X
11,Everytime - Remix,Spinall
12,Kilometre,Burna Boy
13,Tellin Me Something,Nelson Freitas
14,Summeryomuthi,Blaq Diamond
15,NO LONGER BENEFICIAL,Simi
16,CHOP N PRAY,WurlD
17,No Stress,WizKid
18,Celebration,Joeboy
19,DKT,Oxlade
20,Alright (feat. Shatta Wale),King Promise
21,Onyeka (Baby),Burna Boy
22,Woman,Rema
23,Pretty Girl,Adekunle Gold
24,Flex,Kizz Daniel
25,Cool Me Down (feat. Wizkid),DJ Tunez
26,FOR YOU,Teni
27,Can't Let You Go - Remix,Stefflon Don
28,Jeje de Whine,CKay
29,Badman Love,Skales
30,Dangerous Love,Tiwa Savage
31,Soundgasm,Rema
32,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
33,ELI,Fireboy DML
34,Damn (feat. 6lack),Omah Lay
35,Slow Down,King Promise
36,MOSLADO,Teni
37,Gobe - Remix,L.A.X
38,Felony,CKay
39,ALREADY,Beyoncé
40,One Time,Moelogo
41,Tele,Kelvyn Boy
42,Addicted,Niniola
43,Luva Luva,Runtown
44,Ogaranya,Reminisce
45,Everything,Ric Hassani
46,Chargie,Sean Tizzle
47,Konna,HarrySong
48,Green Light,Olamide
49,Nana Nyame,Gyakie
50,Proud,Oladapo
51,Activate,Stonebwoy
52,Only One (feat. King Promise),Navy Kenzo
53,Need You,Fitila
54,Smile (feat. H.E.R.),WizKid
55,One Shirt (feat. Jonzing World),D'Prince
56,JUMPING SHIP,Amaarae
57,Wettin Dey Sup,Burna Boy
58,Outside,Buju
59,This Your Body,Skales
60,The Don,Mr Eazi
