Position,song,artist
1,Bounce,Rema
2,Feeling,"LADIPOE, Buju"
3,Rock,Olamide
4,Soundgasm,Rema
5,Outside,Buju
6,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Preck, Nelson Tivane"
7,Confident,Savage
8,Big Thug Boys,AV
9,Essence (feat. Tems),WizKid
10,Bling (feat. Amaarae & Buju),Blaqbonez
11,Dimension (feat. Skepta & Rema),JAE5
12,Monalisa,Lojay
13,Show Me,Joeboy
14,All,Rexxie
15,Jailer (feat. Jaywillz),Olamide
16,Naira Marley,Zinoleesky
17,LV N ATTN feat. Wizkid,Lojay
18,Coming,Naira Marley
19,Julie,Olamide
20,Need For Speed,Olamide
21,Tonongo,Lojay
22,Kilometre,Burna Boy
23,Somebody (feat. Phyno),Olamide
24,PonPon (feat. Fave),Olamide
25,Ginger (feat. Burna Boy),WizKid
26,It Is What It Is,Adekunle Gold
27,Felony,CKay
28,Ke Star - Remix,Focalistic
29,Pronto,Ajebo Hustlers
30,History,Cheque
31,Blessed (feat. Damian Marley),WizKid
32,La La (feat. Ckay),DaVido
33,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo"
34,Forever (Remix),Gyakie
35,Late At Night,Roddy Ricch
36,Cup of Tea,Olamide
37,Abu Dhabi,Ruger
38,Focus,Joeboy
39,Early Momo,Vector
40,Peaches (Masterkraft Remix) feat. Alpha P & Omah Lay,Justin Bieber
41,Southy Love,Peruzzi
42,Loved By You (feat. Burna Boy),Justin Bieber
43,Frenemies,Rexxie
44,Rough Up (feat. Layydoe),Olamide
45,23,Burna Boy
46,Bank On It,Burna Boy
47,KPK (Ko Por Ke),Rexxie
48,Want (feat. Fave),Olamide
49,KOLO (feat. Oxlade),Ice Prince
50,RAPSTAR,Polo G
51,Somebody Baby,DaVido
52,Running (To You),chike
53,It Ain't Me TikTok - Remix,Eduardo XD
54,The Best (feat. Mayorkun),DaVido
55,Oliver Twist,ArrDee
56,Survive (feat. Olamide),Jaido P
57,Way Too Big,Burna Boy
58,Omo X 100,Reminisce
59,Reckless,WizKid
60,Celebrate Me,Patoranking
61,Rush,Dangbana Republik
62,Medicine,Jaywillz
63,Hallelu,Masterkraft
64,World,Dangbana Republik
65,Voice of the Heroes,Lil Baby
66,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber
67,FOR YOU,Teni
68,Godly,Omah Lay
69,So Much More,Olamide
70,Korope,Lil Kesh
71,Kilofeshe,Zinoleesky
72,No Stress,WizKid
73,Sweet One,WizKid
74,Real Life (feat. Stormzy),Burna Boy
75,Hats Off (feat. Travis Scott),Lil Baby
76,Longtime (feat. Skepta),WizKid
77,High Way,DJ Kaywise
78,INJURE ME,Teni
79,Jowo,DaVido
80,True Love (feat. Tay Iwar & Projexx),WizKid
81,Infinity (feat. Omah Lay),Olamide
82,Cash App,Bella Shmurda
83,Mighty Wine,WizKid
84,Rich Off Pain (feat. Rod Wave),Lil Baby
85,Piece of Me (feat. Ella Mai),WizKid
86,Too Correct,Crayon
87,Kiss Me More (feat. SZA),Doja Cat
88,Ayewada,Barry Jhay
89,PEPE,L.A.X
90,Ruger,Ruger
91,You Right,Doja Cat
92,Bad Influence,Omah Lay
93,Verified,LAYCON
94,Epidemic,Polo G
95,Heartbreak Anniversary,Giveon
96,Commitment Issues,Central Cee
97,Holy Ground (feat. Nicki Minaj),DaVido
98,Damages,Tems
99,Straightenin,Migos
