rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Understand,Omah Lay,1,1,1,1,1,1,1,1.0
2,Soundgasm,Rema,4,4,4,4,4,3,3,3.7142857142857144
3,Kilometre,Burna Boy,9,9,9,9,9,4,4,7.571428571428571
4,System (feat. WizKid),Dave,8,8,8,8,8,10,10,8.571428571428571
5,Banyana,"DJ Maphorisa, Kabza De Small",10,10,10,10,10,8,8,9.428571428571429
6,Testimony,Buju,11,11,11,11,11,15,15,12.142857142857142
7,Door,Joeboy,12,12,12,12,12,16,16,13.142857142857142
8,Celebrate Me,Patoranking,15,15,15,15,15,11,11,13.857142857142858
9,Sinner,Adekunle Gold,13,13,13,13,13,17,17,14.142857142857142
10,MOSLADO,Teni,14,14,14,14,14,19,19,15.428571428571429
11,Yaba Buluku (feat. Preck & Nelson Tivane),Remix - DJ Tarico,16,16,16,16,16,20,20,17.142857142857142
12,KPK (Ko Por Ke),Rexxie,20,20,20,20,20,12,12,17.714285714285715
13,Dimension (feat. Skepta & Rema),JAE5,18,18,18,18,18,22,22,19.142857142857142
14,Focus,Joeboy,19,19,19,19,19,23,23,20.142857142857142
15,Kilofese,Remix - Zinoleesky,17,17,17,17,17,30,30,20.714285714285715
16,Dinaledi,Major League Djz,22,22,22,22,22,31,31,24.571428571428573
17,Shopping Spree (feat. Chris Brown & Young Thug),DaVido,30,30,30,30,30,14,14,25.428571428571427
18,Let Dem Kno,Smallgod,21,21,21,21,21,37,37,25.571428571428573
19,Forever (Remix),Gyakie,26,26,26,26,26,25,25,25.714285714285715
20,Music Messiah,DJ Neptune,31,31,31,31,31,13,13,25.857142857142858
21,Kamata,Diamond Platnumz,23,23,23,23,23,34,34,26.142857142857142
22,Rock,Olamide,28,28,28,28,28,26,26,27.428571428571427
23,Running (To You),chike,27,27,27,27,27,29,29,27.571428571428573
24,Coming,Naira Marley,25,25,25,25,25,35,35,27.857142857142858
25,Solace,Ajebo Hustlers,24,24,24,24,24,48,48,30.857142857142858
26,Only You,GIMS,32,32,32,32,32,28,28,30.857142857142858
27,Nossas Coisas (feat. Ary),C4 Pedro,34,34,34,34,34,24,24,31.142857142857142
28,LV N ATTN feat. Wizkid,Lojay,33,33,33,33,33,32,32,32.714285714285715
29,Send Me Nudes (feat. Joey B),KiDi,29,29,29,29,29,43,43,33.0
30,Slow Down,King Promise,37,37,37,37,37,27,27,34.142857142857146
31,Koroba,Tiwa Savage,36,36,36,36,36,33,33,35.142857142857146
32,Karma,Odeal,35,35,35,35,35,47,47,38.42857142857143
33,This Your Body,Skales,39,39,39,39,39,40,40,39.285714285714285
34,Niko Sawa,Nviiri The Storyteller,38,38,38,38,38,44,44,39.714285714285715
35,Jowo,DaVido,41,41,41,41,41,38,38,40.142857142857146
36,GUPTA,Focalistic,42,42,42,42,42,36,36,40.285714285714285
37,Khuza Gogo,"DBN Gogo, M.J",40,40,40,40,40,41,41,40.285714285714285
38,Meliza,DJ Flex,43,43,43,43,43,42,42,42.714285714285715
39,Bosana,El Mukuka,45,45,45,45,45,50,50,46.42857142857143
40,Breakup Riddim,DJ Aroma,47,47,47,47,47,46,46,46.714285714285715
41,Woza,Mr JazziQ,48,48,48,48,48,45,45,47.142857142857146
42,PEPE,L.A.X,49,49,49,49,49,49,49,49.0
43,Essence (feat. Tems),"WizKid, Tems",2,2,2,2,2,301,301,87.42857142857143
44,Feeling,LADIPOE,3,3,3,3,3,301,301,88.14285714285714
45,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)","Alikiba, K2ga, Tommy Flavour",5,5,5,5,5,301,301,89.57142857142857
46,Bounce,Ruger,6,6,6,6,6,301,301,90.28571428571429
47,Siyathandana,Cassper Nyovest,7,7,7,7,7,301,301,91.0
48,Touch It,KiDi,44,44,44,44,44,301,301,117.42857142857143
49,John Wick,De Mthuda,46,46,46,46,46,301,301,118.85714285714286
50,Yebo Teacher,Moonchild Sanelly,50,50,50,50,50,301,301,121.71428571428571
51,Feeling,"LADIPOE, Buju",301,301,301,301,301,2,2,215.57142857142858
52,Siyathandana,"Cassper Nyovest, Boohle",301,301,301,301,301,5,5,216.42857142857142
53,Essence (feat. Tems),WizKid,301,301,301,301,301,6,6,216.71428571428572
54,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)","Alikiba, Tommy Flavour",301,301,301,301,301,7,7,217.0
55,Non Living Thing (feat. Oxlade),Sarkodie,301,301,301,301,301,9,9,217.57142857142858
56,Bounce,UK Remix - Ruger,301,301,301,301,301,18,18,220.14285714285714
57,Emlanjeni,De Mthuda,301,301,301,301,301,21,21,221.0
58,Big Thug Boys,AV,301,301,301,301,301,39,39,226.14285714285714
