Position,song,artist
1,Essence (feat. Tems),"WizKid, Tems"
2,Understand,Omah Lay
3,Feeling,LADIPOE
4,Soundgasm,Rema
5,Banyana,"DJ Maphorisa, Sir Trill, Daliwonga, Kabza De Small"
6,Bounce,Rema
7,Door,Joeboy
8,Sinner,Adekunle Gold
9,Testimony,Buju
10,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba
11,Kilometre,Burna Boy
12,MOSLADO,Teni
13,Celebrate Me,Patoranking
14,Focus,Joeboy
15,Dimension (feat. Skepta & Rema),JAE5
16,Kilofese - Remix,Zinoleesky
17,Siyathandana,Cassper Nyovest
18,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,DJ Tarico
19,KPK (Ko Por Ke),Rexxie
20,Let Dem Kno,Smallgod
21,Dinaledi,Major League Djz
22,Kamata,Diamond Platnumz
23,Coming,Naira Marley
24,Forever (Remix),Gyakie
25,Falling For U,Blaq Jerzee
26,Running (To You),chike
27,Rock,Olamide
28,Send Me Nudes (feat. Joey B),KiDi
29,Music Messiah,DJ Neptune
30,LV N ATTN feat. Wizkid,Lojay
31,Confident,Savage
32,Nossas Coisas (feat. Ary),C4 Pedro
33,Koroba,Tiwa Savage
34,Slow Down,King Promise
35,Niko Sawa,Nviiri The Storyteller
36,This Your Body,Skales
37,Jowo,DaVido
38,GUPTA,Focalistic
39,Meliza,DJ Flex
40,Khuza Gogo,"DBN Gogo, M.J"
41,Touch It,KiDi
42,Bosana,El Mukuka
43,Breakup Riddim,DJ Aroma
44,PEPE,L.A.X
45,John Wick,De Mthuda
46,Somebody (feat. Phyno),Olamide
47,Yebo Teacher,Moonchild Sanelly
48,Baikoko,Mbosso
49,Woza,Mr JazziQ
