Position,song,artist
1,Essence (feat. Justin Bieber & Tems),"WizKid, Justin Bieber, Tems"
2,Antidote (feat. Adekunle Gold),Nao
3,Dimension (feat. Skepta & Rema),JAE5
4,D & G (feat. Summer Walker),DaVido
5,Godly,Omah Lay
6,Ginger (feat. Burna Boy),WizKid
7,Real Life (feat. Stormzy),Burna Boy
8,Mandy,Scribz Riley
9,Love Somebody,Rotimi
10,Slow Down (feat. Tion Wayne),Darkoo
11,Silver Tongue Devil (feat. Shenseea),Masego
12,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
13,Blessings REMIX (feat. French Montana & Davido),Angel
14,ALREADY,Beyoncé
15,AWAY,Oxlade
16,Essence (feat. Tems),WizKid
17,Gum Body (feat. Jorja Smith),Burna Boy
18,Eve Bounce - Remix,Yung L
19,Damn (feat. 6lack),Omah Lay
20,Know Your Worth,Khalid
21,Princess Cuts (feat. Young T & Bugsey),Headie One
22,MOSLADO,Teni
23,System (feat. WizKid),Dave
24,Can't Let You Go,Stefflon Don
25,The Jackie (with J. Cole & Lil Tjay),Bas
26,Lo Lo,Omah Lay
27,Say Cheese,KiDi
28,Killa (feat. DaVido),Teyana Taylor
29,No Stress,WizKid
30,Ginger Me,Rema
31,Trouble,"DRB Lasgidi, Tems"
32,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
33,Repeat (feat. Koffee),J Hus
34,Lento,Mr Eazi
35,Dream Girl - Global Remix,Ir Sais
36,Smile (feat. H.E.R.),WizKid
37,Lonely,Joeboy
38,Lenu - Remix,Buju
39,In My Bed,Rotimi
40,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,Robert Glasper
41,Blessed (feat. Damian Marley),WizKid
42,Attention,Tiwa Savage
43,Pretty Girl,Adekunle Gold
44,KOLO (feat. Oxlade),Ice Prince
45,Come Over (Remix),Jorja Smith
46,Love Nobody,WurlD
47,DRUNK GUITAR (feat. Potter Payper),NSG
48,Sponono,Kabza De Small
49,Bobo,Aya Nakamura
50,Longtime (feat. Skepta),WizKid
51,E Be Mad,Mr Eazi
52,MAD,Sarz
53,4AM,Manny Norté
54,Luva Luva,Runtown
55,Koroba,Tiwa Savage
56,See Through,Chip
57,Ke Star - Remix,Focalistic
58,Wasted Energy (feat. Kaash Paige & Diamond Platnumz) - Remix,Alicia Keys
59,Soweto Blues,Juls
60,Solo,Shakka
61,FOR YOU,Teni
62,Baajo,Kwesi Arthur
63,Bad Shit,Jarreau Vandal
64,The Don,Mr Eazi
65,Take Me Home,Lady Donli
66,Tattoo,Fireboy DML
67,God's Work (feat. iLL BLU),IAMDDB
68,Oreke,E Kelly
69,Peace Of Mind,Rema
70,"Slow Down (feat. H.E.R., DaVido, & Oxlade) - P2J Remix",Skip Marley
71,Baby I'm Jealous,Mr Eazi
72,Everytime,Spinall
73,Joro,WizKid
74,Play Play (feat. Burna Boy),J Hus
75,Bounce,Rema
76,African Girl Bad,Zoro
77,Do To Me,H.E.R.
78,It Go Bad,Nnabu
79,I Spy,Lila Iké
80,I No Go Give Up On You,Mr Eazi
81,Higher,Tems
82,Carefully,Nana Fofie
83,Location (feat. Burna Boy),Dave
84,Guestlist,Frenna
85,Midnight Boom - with ChocQuibTown & Afro B,Ir Sais
86,Holy Ground (feat. Nicki Minaj),DaVido
87,Oh My,Lavaud
88,Peace,Mannywellz
89,JA ARA E,Burna Boy
90,Beamer (Bad Boys),Rema
91,Going Out Of My Way (feat. Mr Eazi),M.O
92,Curious (feat. Jimi Tents & Garren),VanJess
93,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,Phony Ppl
94,Risky,DaVido
95,Smooth MF,Agho
96,Anybody,Burna Boy
97,A Million,Mannywellz
98,Can't Let You Go - Remix,Stefflon Don
99,Be Honest (feat. Burna Boy),Jorja Smith
100,Make Up Your Mind (feat. Tekno),Ice Prince
