rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Understand (remake),"Ifedapomola, Omah Lay",1,1,1,1,1,1,1,1.0
2,Bounce,Rema,2,2,2,2,2,2,3,2.142857142857143
3,Monalisa,Lojay,5,4,4,3,3,3,2,3.4285714285714284
4,Outside,Buju,4,5,5,4,4,4,5,4.428571428571429
5,Feeling,LADIPOE,6,6,6,5,5,6,6,5.714285714285714
6,Big Thug Boys,AV,8,7,7,7,8,8,9,7.714285714285714
7,Testimony,Buju,10,9,9,6,7,7,7,7.857142857142857
8,Rock,Olamide,7,8,8,8,9,9,12,8.714285714285714
9,Confident,Savage,11,11,11,9,10,10,11,10.428571428571429
10,Soundgasm,Rema,9,10,10,10,11,12,13,10.714285714285714
11,Sinner,Adekunle Gold,12,12,12,12,13,13,8,11.714285714285714
12,Naira Marley,Zinoleesky,14,13,13,13,14,14,14,13.571428571428571
13,Feel Good,Mohbad,26,14,14,11,12,11,10,14.0
14,Essence (feat. Tems),WizKid,13,15,15,14,15,15,15,14.571428571428571
15,Party Next Door,Dangbana Republik,15,16,16,15,16,16,16,15.714285714285714
16,Far Away,Dangbana Republik,18,19,19,17,19,19,21,18.857142857142858
17,Medicine,Jaywillz,25,20,20,18,18,18,18,19.571428571428573
18,Dimension (feat. Skepta & Rema),JAE5,22,21,21,20,20,20,20,20.571428571428573
19,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,16,18,18,19,24,27,34,22.285714285714285
20,Show Me,Joeboy,27,25,25,22,21,21,23,23.428571428571427
21,Tonongo,Lojay,28,24,24,21,23,23,24,23.857142857142858
22,Coming,Naira Marley,29,26,26,24,22,22,25,24.857142857142858
23,Out There,Dangbana Republik,24,27,27,25,25,26,29,26.142857142857142
24,Ginger (feat. Burna Boy),WizKid,31,30,30,29,26,24,27,28.142857142857142
25,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,20,22,22,23,28,38,45,28.285714285714285
26,LV N ATTN feat. Wizkid,Lojay,36,31,31,27,27,25,28,29.285714285714285
27,World,Dangbana Republik,30,29,29,28,29,29,32,29.428571428571427
28,Rush,Dangbana Republik,33,32,32,30,30,28,31,30.857142857142858
29,HUSTLE,Teni,41,34,34,31,31,30,30,33.0
30,More Time,Pop Smoke,17,23,23,26,41,48,66,34.857142857142854
31,Blessed (feat. Damian Marley),WizKid,35,36,36,34,37,33,36,35.285714285714285
32,It Is What It Is,Adekunle Gold,43,35,35,33,34,34,37,35.857142857142854
33,La La (feat. Ckay),DaVido,48,38,38,35,32,31,35,36.714285714285715
34,Kilometre,Burna Boy,45,37,37,37,33,32,38,37.0
35,Felony,CKay,46,39,39,36,35,37,39,38.714285714285715
36,Manslaughter (feat. Rick Ross & Th,ream) - Pop Smoke,23,28,28,32,44,51,67,39.0
37,Ke Star,Remix - Focalistic,53,42,42,40,36,36,40,41.285714285714285
38,Clash (feat. Stormzy),Dave,42,47,47,44,45,43,22,41.42857142857143
39,Jailer (feat. Jaywillz),Olamide,44,43,43,38,40,41,43,41.714285714285715
40,Abu Dhabi,Ruger,59,48,48,39,38,35,33,42.857142857142854
41,Forever (Remix),Gyakie,52,45,45,42,42,40,41,43.857142857142854
42,Southy Love,Peruzzi,55,46,46,43,39,39,42,44.285714285714285
43,Pronto,Ajebo Hustlers,51,49,49,45,43,42,44,46.142857142857146
44,Yaba Buluku (feat. Preck & Nelson Tivane),"Remix - DJ Tarico, Preck, Nelson Tivane",3,3,3,301,6,5,4,46.42857142857143
45,Mr. Jones (feat. Future),Pop Smoke,37,41,41,46,54,58,69,49.42857142857143
46,History,Cheque,62,51,51,51,46,44,46,50.142857142857146
47,Good News,Pop Smoke,21,33,33,41,58,71,96,50.42857142857143
