rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Different Strain,Fasina,6,6,6,6,6,4,4,5.428571428571429
2,Only Human,Ukweli,7,7,7,7,7,12,12,8.428571428571429
3,Fever,Yung D3mz,8,8,8,8,8,10,10,8.571428571428571
4,Radar,Remix - BwoiiDaas,9,9,9,9,9,8,8,8.714285714285714
5,It's Not A Gun,DAP The Contract,1,1,1,1,1,28,28,8.714285714285714
6,Don't Be Shy,Kida Kudz,10,10,10,10,10,9,9,9.714285714285714
7,Paris!,AYLØ,5,5,5,5,5,23,23,10.142857142857142
8,Life of the Party,Yung D3mz,2,2,2,2,2,32,32,10.571428571428571
9,Forever,Jason Nkanga,11,11,11,11,11,15,15,12.142857142857142
10,Call Up,Ria Boss,13,13,13,13,13,11,11,12.428571428571429
11,Cameras,SuperJazzClub,4,4,4,4,4,35,35,12.857142857142858
12,Indifferent,Mo$hpit Cindy,12,12,12,12,12,16,16,13.142857142857142
13,Prosecco,Th&o.,15,15,15,15,15,17,17,15.571428571428571
14,Euphoria,PsychoYP,18,18,18,18,18,19,19,18.285714285714285
15,body count,"Odunsi (The Engine), Gigi Atlantis",19,19,19,19,19,20,20,19.285714285714285
16,Soundgasm,Rema,23,23,23,23,23,13,13,20.142857142857142
17,Ma Pariwo,"DRB Lasgidi, Lady Donli",20,20,20,20,20,21,21,20.285714285714285
18,Bling (feat. Amaarae & Buju),Blaqbonez,21,21,21,21,21,22,22,21.285714285714285
19,Serenade,Begho,24,24,24,24,24,29,29,25.428571428571427
20,It's Okay to Cry,Yinka Bernie,25,25,25,25,25,30,30,26.428571428571427
21,LUV HRTS,Zamir,26,26,26,26,26,33,33,28.0
22,Rise Of The Underdogs 2,Show Dem Camp,27,27,27,27,27,34,34,29.0
23,Peace of Mind,Preyé,28,28,28,28,28,37,37,30.571428571428573
24,Cigarette,Turunesh,29,29,29,29,29,39,39,31.857142857142858
25,Dark Twisted Fantasy,T'neeya,35,35,35,35,35,26,26,32.42857142857143
26,PANTIES,Kagwe Mungai,30,30,30,30,30,40,40,32.857142857142854
27,Makaveli,Kida Kudz,31,31,31,31,31,41,41,33.857142857142854
28,Living In Bondage,prettyboydo,32,32,32,32,32,42,42,34.857142857142854
29,Hurricane (ft. Buju Banton),Tomi Thomas,33,33,33,33,33,43,43,35.857142857142854
30,Chance,Juls,37,37,37,37,37,45,45,39.285714285714285
31,VVS,Studio Magic,38,38,38,38,38,46,46,40.285714285714285
32,Again,Tomi Thomas,51,51,51,51,51,18,18,41.57142857142857
33,So Lovely,Buju,43,43,43,43,43,38,38,41.57142857142857
34,jorja,Hoosh,40,40,40,40,40,47,47,42.0
35,Island Pink (feat. PsychoYP),Phaemous,41,41,41,41,41,48,48,43.0
36,Chargie,Jay Cliff,42,42,42,42,42,49,49,44.0
37,Free Mind,Tems,44,44,44,44,44,50,50,45.714285714285715
38,Nasa,Rvdical the Kid,45,45,45,45,45,51,51,46.714285714285715
39,London,Tomi Agape,66,66,66,66,66,3,3,48.0
40,Company,Higo,47,47,47,47,47,52,52,48.42857142857143
41,Smooth Papa,WundaB,48,48,48,48,48,53,53,49.42857142857143
42,Early Momo,Vector,68,68,68,68,68,5,5,50.0
43,Guala,Teezee,53,53,53,53,53,54,54,53.285714285714285
44,Bounce,Rema,54,54,54,54,54,55,55,54.285714285714285
45,4AMIN (feat. SOLIS),Ayüü,55,55,55,55,55,56,56,55.285714285714285
46,1985,Juls,56,56,56,56,56,57,57,56.285714285714285
47,CÉLINE,Amaarae,57,57,57,57,57,58,58,57.285714285714285
48,Symbiosis,Ajebo Hustlers,70,70,70,70,70,27,27,57.714285714285715
49,Deep End,Adey,58,58,58,58,58,59,59,58.285714285714285
50,TDK (feat. SirBastien),DAP The Contract,59,59,59,59,59,60,60,59.285714285714285
51,Cash,Lady Donli,60,60,60,60,60,61,61,60.285714285714285
52,Tonight,Yung D3mz,61,61,61,61,61,62,62,61.285714285714285
53,Haba,Blaqbonez,62,62,62,62,62,63,63,62.285714285714285
54,DKT,Oxlade,63,63,63,63,63,64,64,63.285714285714285
55,Friday,Musmah,90,90,90,90,90,6,6,66.0
56,Missed Call,Mike Keyz,69,69,69,69,69,65,65,67.85714285714286
57,Trust Issues,Bankyondbeatz,73,73,73,73,73,66,66,71.0
58,Broken,Victony,74,74,74,74,74,67,67,72.0
