Position,song,artist
1,It Is What It Is,Adekunle Gold
2,Feeling,"LADIPOE, Buju"
3,Understand,Omah Lay
4,Summeryomuthi,Blaq Diamond
5,Somebody’s Son (Ft Brandy),Tiwa Savage
6,Essence (feat. Tems),WizKid
7,FOR YOU,Teni
8,Sere,Spinall
9,Sinner,Adekunle Gold
10,Lonely,Joeboy
11,Woman,Rema
12,Sempe,L.A.X
13,Essence (feat. Justin Bieber & Tems),"WizKid, Tems"
14,Peru,Fireboy DML
15,Alright (feat. Shatta Wale),King Promise
16,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
17,DKT,Oxlade
18,Shopping Spree (feat. Chris Brown & Young Thug),DaVido
19,Luva Luva,Runtown
20,Saudi Arabia,Mr Eazi
21,No Stress,WizKid
22,Proud,Oladapo
23,NO LONGER BENEFICIAL,Simi
24,Kilometre,Burna Boy
25,Lie,Kizz Daniel
26,Green Light,Olamide
27,Slow Down,King Promise
28,Soundgasm,Rema
29,Abule,Patoranking
30,Bounce,Ruger
31,Onyeka (Baby),Burna Boy
32,Everytime - Remix,Spinall
33,Why (Afrobeat),DJ Flex
34,Celebration,Joeboy
35,ELI,Fireboy DML
36,Running (To You),chike
37,Rock,Olamide
38,Konnect,Maleek Berry
39,Question (feat. Don Jazzy),Burna Boy
40,Addicted,Niniola
41,Activate,Stonebwoy
42,Dangerous Love,Tiwa Savage
43,Tellin Me Something,Nelson Freitas
44,MOSLADO,Teni
45,Damn (feat. 6lack),Omah Lay
46,This Your Body,Skales
47,Cool Me Down (feat. Wizkid),DJ Tunez
48,Flex,Kizz Daniel
49,The Don,Mr Eazi
50,I Choose You,Yemi Alade
51,Mood (feat. Buju),WizKid
52,Pretty Girl,Adekunle Gold
53,One Shirt (feat. Jonzing World),D'Prince
54,CHOP N PRAY,WurlD
55,Badman Love,Skales
56,Jeje de Whine,CKay
57,Testimony,Buju
58,Berna,Flavour
59,Wettin Dey Sup,Burna Boy
60,Ogaranya,Reminisce
