Position,song,artist
1,Essence (feat. Justin Bieber & Tems),"WizKid, Justin Bieber, Tems"
2,Antidote (feat. Adekunle Gold),Nao
3,Trouble,"DRB Lasgidi, Fresh L., Tems"
4,Damn (feat. 6lack),Omah Lay
5,Silver Tongue Devil (feat. Shenseea),Masego
6,Ginger (feat. Burna Boy),WizKid
7,Real Life (feat. Stormzy),Burna Boy
8,D & G (feat. Summer Walker),DaVido
9,E Be Mad,Mr Eazi
10,Slow Down (feat. Tion Wayne),Darkoo
11,Godly,Omah Lay
12,Peace Of Mind,Rema
13,Love Somebody,Rotimi
14,No Stress,WizKid
15,Gum Body (feat. Jorja Smith),Burna Boy
16,Mandy,Scribz Riley
17,It Go Bad,Nnabu
18,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez
19,Can't Let You Go - Remix,Stefflon Don
20,Blessings REMIX (feat. French Montana & Davido),Angel
21,Essence (feat. Tems),WizKid
22,AWAY,Oxlade
23,A Million,Mannywellz
24,Sponono,Kabza De Small
25,The Jackie (with J. Cole & Lil Tjay),Bas
26,Dimension (feat. Skepta & Rema),JAE5
27,Know Your Worth,Khalid
28,See Through,Chip
29,Can't Let You Go,Stefflon Don
30,Eve Bounce - Remix,Yung L
31,4AM,Manny Norté
32,Dream Girl - Global Remix,Ir Sais
33,Lo Lo,Omah Lay
34,Everytime,Spinall
35,Lonely,Joeboy
36,Longtime (feat. Skepta),WizKid
37,Ginger Me,Rema
38,Dangerous Love - Møme Edit,Tiwa Savage
39,In My Bed,Rotimi
40,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,Robert Glasper
41,Come Over (Remix),Jorja Smith
42,Baby I'm Jealous,Mr Eazi
43,Blessed (feat. Damian Marley),WizKid
44,Say Cheese,KiDi
45,Guestlist,Frenna
46,ALREADY,Beyoncé
47,Oreke,E Kelly
48,KOLO (feat. Oxlade),Ice Prince
49,Princess Cuts (feat. Young T & Bugsey),Headie One
50,Pamela,Wauve
51,Smile (feat. H.E.R.),WizKid
52,Attention,Tiwa Savage
53,Holy Ground (feat. Nicki Minaj),DaVido
54,Higher,Tems
55,Lento,Mr Eazi
56,Pretty Girl,Adekunle Gold
57,Smooth MF,Agho
58,Killa (feat. DaVido),Teyana Taylor
59,Baajo,Kwesi Arthur
60,Koroba,Tiwa Savage
61,Marry Me,Smallgod
62,Bobo,Aya Nakamura
63,Peace,Mannywellz
64,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
65,Play Play (feat. Burna Boy),J Hus
66,Solo,Shakka
67,So Crazy (feat. Lil Baby),DaVido
68,System (feat. WizKid),Dave
69,The Recipe,Aluna
70,God's Work (feat. iLL BLU),IAMDDB
71,MAD,Sarz
72,FOR YOU,Teni
73,Repeat (feat. Koffee),J Hus
74,Bounce,Rema
75,DRUNK GUITAR (feat. Potter Payper),NSG
76,Slow Down,VanJess
77,Ryde,Niniola
78,Dollas and Cents,TOBi
79,Bad Shit,Jarreau Vandal
80,Nu Riddim,Ycee
81,Location (feat. Burna Boy),Dave
82,MOSLADO,Teni
83,Soweto Blues,Juls
84,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,Phony Ppl
85,Wasted Energy (feat. Kaash Paige & Diamond Platnumz) - Remix,Alicia Keys
86,Carefully,Nana Fofie
87,Joro,WizKid
88,My Oasis (feat. Burna Boy),Sam Smith
89,Love Nobody,WurlD
90,FIND YOUR WAY BACK,Beyoncé
91,Comfortable (feat. Davido),Preme
92,The Don,Mr Eazi
93,Simmer (feat. Burna Boy),Mahalia
94,African Girl Bad,Zoro
95,Tattoo,Fireboy DML
96,Risky,DaVido
97,Fiesta,Opvibes
98,Be Honest (feat. Burna Boy),Jorja Smith
99,Questions (feat. Kojo Funds),Gino J
