Position,song,artist
1,The Recipe,"Aluna, KAYTRANADA, Rema"
2,Trouble,"DRB Lasgidi, Fresh L., Tems"
3,Love Somebody,Rotimi
4,D & G (feat. Summer Walker),DaVido
5,See Through,Chip
6,No Stress,WizKid
7,Real Life (feat. Stormzy),Burna Boy
8,Ginger Me,Rema
9,Silver Tongue Devil (feat. Shenseea),Masego
10,Ginger (feat. Burna Boy),WizKid
11,Mandy,Scribz Riley
12,Can't Let You Go,Stefflon Don
13,Killa (feat. DaVido),Teyana Taylor
14,Baby I'm Jealous,Mr Eazi
15,Gum Body (feat. Jorja Smith),Burna Boy
16,4AM,Manny Norté
17,Eve Bounce - Remix,Yung L
18,Blessed (feat. Damian Marley),WizKid
19,Know Your Worth,Khalid
20,Antidote (feat. Adekunle Gold),Nao
21,AWAY,Oxlade
22,Godly,Omah Lay
23,Attention,Tiwa Savage
24,Sponono,Kabza De Small
25,Blessings REMIX (feat. French Montana & Davido),Angel
26,Peace Of Mind,Rema
27,Soweto Blues,Juls
28,Koroba,Tiwa Savage
29,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez
30,Sacrifices (feat. Tim Lyre),DAP The Contract
31,Come Over (Remix),Jorja Smith
32,Dimension (feat. Skepta & Rema),JAE5
33,Say Cheese,KiDi
34,KOLO (feat. Oxlade),Ice Prince
35,Smile (feat. H.E.R.),WizKid
36,Lo Lo,Omah Lay
37,Tattoo,Fireboy DML
38,Pretty Girl,Adekunle Gold
39,ALREADY,Beyoncé
40,Repeat (feat. Koffee),J Hus
41,Damn (feat. 6lack),Omah Lay
42,In My Bed,Rotimi
43,Peace,Mannywellz
44,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,Phony Ppl
45,Champion,Fireboy DML
46,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,Robert Glasper
47,Simmer (feat. Burna Boy),Mahalia
48,Dream Girl - Global Remix,Ir Sais
49,The Don,Mr Eazi
50,MOSLADO,Teni
51,MAD,Sarz
52,Everytime,Spinall
53,Location (feat. Burna Boy),Dave
54,African Girl Bad,Zoro
55,Lonely,Joeboy
56,Solo,Shakka
57,It Go Bad,Nnabu
58,Longtime (feat. Skepta),WizKid
59,Smooth MF,Agho
60,Oreke,E Kelly
61,Can't Let You Go - Remix,Stefflon Don
62,God's Work (feat. iLL BLU),IAMDDB
63,Wasted Energy (feat. Kaash Paige & Diamond Platnumz) - Remix,Alicia Keys
64,Be Honest (feat. Burna Boy),Jorja Smith
65,Gimme Love - Remix,Seyi Shay
66,Princess Cuts (feat. Young T & Bugsey),Headie One
67,E Be Mad,Mr Eazi
68,Dangerous Love - Møme Edit,Tiwa Savage
69,I Spy,Lila Iké
70,Bobo,Aya Nakamura
71,Lenu - Remix,Buju
72,Fiesta,Opvibes
73,FIND YOUR WAY BACK,Beyoncé
74,Pamela,Wauve
75,Do To Me,H.E.R.
76,Temptation,Tiwa Savage
77,Beg Friend,Juls
78,Guestlist,Frenna
79,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
80,FOR YOU,Teni
81,Going Out Of My Way (feat. Mr Eazi),M.O
82,Dumebi (Remix),Rema
83,Play Play (feat. Burna Boy),J Hus
84,DRUNK GUITAR (feat. Potter Payper),NSG
85,Take Me Home,Lady Donli
86,Sweetie Odo,Juls
87,Ryde,Niniola
88,Anybody,Burna Boy
89,Risky,DaVido
90,Nnobody,Nnabu
91,Marry Me,Smallgod
92,My Oasis (feat. Burna Boy),Sam Smith
93,Higher,Tems
94,New York City Girl,Fireboy DML
95,A Million,Mannywellz
96,Wata,Juls
97,So Crazy (feat. Lil Baby),DaVido
98,JA ARA E,Burna Boy
99,Carefully,Nana Fofie
100,Baajo,Kwesi Arthur
