rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feeling,"LADIPOE, Buju",1,1,1,1,1,1,1,1.0
2,Rock,Olamide,2,2,2,2,2,2,2,2.0
3,Bounce,Rema,3,3,3,3,3,3,3,3.0
4,Bling (feat. Amaarae & Buju),"Blaqbonez, Buju",6,5,5,5,5,4,4,4.857142857142857
5,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",5,6,6,6,6,5,6,5.714285714285714
6,Dimension (feat. Skepta & Rema),JAE5,7,7,7,7,7,6,7,6.857142857142857
7,Coming,Naira Marley,8,8,8,8,8,7,8,7.857142857142857
8,Kilometre,Burna Boy,9,9,9,9,9,8,9,8.857142857142858
9,Show Me,Joeboy,10,10,10,10,10,9,10,9.857142857142858
10,Essence (feat. Tems),WizKid,11,11,11,11,11,10,11,10.857142857142858
11,Forever (Remix),Gyakie,14,14,14,13,13,12,12,13.142857142857142
12,Pronto,Ajebo Hustlers,15,13,13,14,14,13,13,13.571428571428571
13,Felony,CKay,17,15,15,15,15,14,14,15.0
14,Ke Star,Remix - Focalistic,19,17,16,16,16,15,15,16.285714285714285
15,Focus,Joeboy,18,18,17,17,17,17,17,17.285714285714285
16,Somebody Baby,DaVido,20,19,18,18,18,18,18,18.428571428571427
17,It Is What It Is,Adekunle Gold,22,22,20,19,19,16,16,19.142857142857142
18,m y . l i f e (with 21 Savage & Morray),J. Cole,13,16,19,21,21,23,25,19.714285714285715
19,La La (feat. Ckay),DaVido,23,21,21,20,20,19,19,20.428571428571427
20,Ginger (feat. Burna Boy),WizKid,25,23,23,22,22,20,20,22.142857142857142
21,a m a r i,J. Cole,16,20,22,24,24,24,27,22.428571428571427
22,Southy Love,Peruzzi,24,24,24,25,25,21,21,23.428571428571427
23,Loved By You (feat. Burna Boy),Justin Bieber,27,26,25,23,23,22,22,24.0
24,Running (To You),chike,28,27,27,27,27,25,23,26.285714285714285
25,World,Dangbana Republik,29,28,28,26,26,26,24,26.714285714285715
26,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,21,25,26,29,29,30,31,27.285714285714285
27,KOLO (feat. Oxlade),Ice Prince,31,29,29,28,28,27,26,28.285714285714285
