Position,song,artist
1,Sere,"Spinall, Fireboy DML"
2,It Is What It Is,Adekunle Gold
3,Understand,Omah Lay
4,Essence (feat. Tems),WizKid
5,Somebody’s Son (Ft Brandy),Tiwa Savage
6,Soundgasm,Rema
7,MOSLADO,Teni
8,Feeling,LADIPOE
9,Onyeka (Baby),Burna Boy
10,No Stress,WizKid
11,Lonely,Joeboy
12,Sinner,Adekunle Gold
13,Sempe,L.A.X
14,FOR YOU,Teni
15,Kilometre,Burna Boy
16,Alright (feat. Shatta Wale),King Promise
17,Shopping Spree (feat. Chris Brown & Young Thug),"DaVido, Young Thug"
18,Bounce,Ruger
19,Essence (feat. Justin Bieber & Tems),WizKid
20,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)","DJ Tunez, Omah Lay"
21,Celebration,Joeboy
22,Woman,Rema
23,Tellin Me Something,Nelson Freitas
24,Everytime - Remix,Spinall
25,Rock,Olamide
26,One Shirt (feat. Jonzing World),D'Prince
27,Damn (feat. 6lack),Omah Lay
28,Summeryomuthi,Blaq Diamond
29,Saudi Arabia,Mr Eazi
30,Cool Me Down (feat. Wizkid),DJ Tunez
31,DKT,Oxlade
32,Dangerous Love,Tiwa Savage
33,Jeje de Whine,CKay
34,Outside,Buju
35,Peru,Fireboy DML
36,Pretty Girl,Adekunle Gold
37,This Your Body,Skales
38,Running (To You),chike
39,Chance,Juls
40,Addicted,Niniola
41,Abule,Patoranking
42,Activate,Stonebwoy
43,The Don,Mr Eazi
44,Konnect,Maleek Berry
45,Badman Love,Skales
46,Slow Down,King Promise
47,I Choose You,Yemi Alade
48,Slow Down (feat. Tion Wayne),Darkoo
49,Flex,Kizz Daniel
50,Chargie,Sean Tizzle
51,System (feat. WizKid),Dave
52,Confident,Savage
53,JUMPING SHIP,Amaarae
54,Berna,Flavour
55,Green Light,Olamide
56,Only One (feat. King Promise),Navy Kenzo
57,Ex,Nikita Kering'
58,Lie,Kizz Daniel
59,Tele,Kelvyn Boy
60,ELI,Fireboy DML
