Position,song,artist
1,Essence (feat. Tems),"WizKid, Tems"
2,Feeling,LADIPOE
3,Understand,Omah Lay
4,Banyana,"DJ Maphorisa, Sir Trill, Daliwonga, Kabza De Small"
5,Kamata,Diamond Platnumz
6,Door,Joeboy
7,Soundgasm,Rema
8,Siyathandana,Cassper Nyovest
9,Dimension (feat. Skepta & Rema),JAE5
10,Sinner,Adekunle Gold
11,MOSLADO,Teni
12,Coming,Naira Marley
13,Forever (Remix),Gyakie
14,Rock,Olamide
15,Running (To You),chike
16,Send Me Nudes (feat. Joey B),KiDi
17,Kilometre,Burna Boy
18,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba
19,Bounce,Rema
20,Falling For U,Blaq Jerzee
21,Focus,Joeboy
22,Music Messiah,DJ Neptune
23,LV N ATTN feat. Wizkid,Lojay
24,Kilofese - Remix,Zinoleesky
25,Confident,Savage
26,Celebrate Me,Patoranking
27,Koroba,Tiwa Savage
28,KPK (Ko Por Ke),Rexxie
29,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,DJ Tarico
30,Dinaledi,Major League Djz
31,Let Dem Kno,Smallgod
32,Yebo Teacher,Moonchild Sanelly
33,Breakup Riddim,DJ Aroma
34,Bosana,El Mukuka
35,This Your Body,Skales
36,Baikoko,Mbosso
37,GUPTA,Focalistic
38,Touch It,KiDi
39,John Wick,De Mthuda
40,Nossas Coisas (feat. Ary),C4 Pedro
41,Niko Sawa,Nviiri The Storyteller
42,Slow Down,King Promise
43,Woza,Mr JazziQ
44,Sekkle & Bop (feat. Popcaan),Mr Eazi
45,Meliza,DJ Flex
46,Khuza Gogo,"DBN Gogo, M.J"
47,Jowo,DaVido
48,PEPE,L.A.X
49,Somebody (feat. Phyno),Olamide
