Position,song,artist
1,Understand (remake),"Ifedapomola, Omah Lay"
2,Sinner,Adekunle Gold
3,Monalisa,Lojay
4,Bounce,Rema
5,System (feat. WizKid),Dave
6,Peru,Fireboy DML
7,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Preck, Nelson Tivane"
8,Outside,Buju
9,Feel Good,Mohbad
10,Feeling,LADIPOE
11,Big Thug Boys,AV
12,Lazarus (feat. Boj),Dave
13,Confident,Savage
14,Clash (feat. Stormzy),Dave
15,Rock,Olamide
16,Soundgasm,Rema
17,Testimony,Buju
18,Essence (feat. Tems),WizKid
19,Naira Marley,Zinoleesky
20,Medicine,Jaywillz
21,Party Next Door,Dangbana Republik
22,Bling (feat. Amaarae & Buju),Blaqbonez
23,Cocaine,Dai Verse
24,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X
25,Dimension (feat. Skepta & Rema),JAE5
26,We're All Alone,Dave
27,Show Me,Joeboy
28,Verdansk,Dave
29,Law Of Attraction (feat. Snoh Aalegra),Dave
30,Far Away,Dangbana Republik
31,Tonongo,Lojay
32,Pronto,Ajebo Hustlers
33,In The Fire,Dave
34,Coming,Naira Marley
35,Abu Dhabi,Ruger
36,Ginger (feat. Burna Boy),WizKid
37,Both Sides Of A Smile (feat. James Blake),Dave
38,LV N ATTN feat. Wizkid,Lojay
39,Blessed (feat. Damian Marley),WizKid
40,HUSTLE,Teni
41,Twenty To One,Dave
42,Out There,Dangbana Republik
43,Felony,CKay
44,Rush,Dangbana Republik
45,It Is What It Is,Adekunle Gold
46,Solace,Ajebo Hustlers
47,World,Dangbana Republik
48,La La (feat. Ckay),DaVido
49,Three Rivers,Dave
50,Kilometre,Burna Boy
51,Call Me Baby,Cheque
52,Heart Attack,Dave
53,Ke Star - Remix,Focalistic
54,Southy Love,Peruzzi
55,Forever (Remix),Gyakie
56,Professor Peller,Seyi Vibez
57,23,Burna Boy
58,Bank On It,Burna Boy
59,History,Cheque
60,Early Momo,Vector
61,Jailer (feat. Jaywillz),Olamide
62,Way Too Big,Burna Boy
63,Celebrate Me,Patoranking
64,Focus,Joeboy
65,Late At Night,Roddy Ricch
66,Somebody Baby,DaVido
67,The Best (feat. Mayorkun),DaVido
68,Survivor's Guilt,Dave
69,Yafun Yafun,Ajebo Hustlers
70,Julie,Olamide
71,Reckless,WizKid
72,Loved By You (feat. Burna Boy),Justin Bieber
73,KOLO (feat. Oxlade),Ice Prince
74,Real Life (feat. Stormzy),Burna Boy
75,Unconditionally,Ajebutter22
76,Need To Know,Doja Cat
77,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo"
78,Hallelu,Masterkraft
79,RAPSTAR,Polo G
80,Longtime (feat. Skepta),WizKid
81,Running (To You),chike
82,No Stress,WizKid
83,Soldier Go,Dangbana Republik
84,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke
85,Oliver Twist,ArrDee
86,Sweet One,WizKid
87,FOR YOU,Teni
88,Lako,Dangbana Republik
89,INJURE ME,Teni
90,Gone Girl,Obongjayar
91,Godly,Omah Lay
92,Kilofeshe,Zinoleesky
93,Champion,Dangbana Republik
94,Shopping Spree (feat. Chris Brown & Young Thug),DaVido
95,PonPon (feat. Fave),Olamide
96,Symbiosis,Ajebo Hustlers
97,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke
98,True Love (feat. Tay Iwar & Projexx),WizKid
