Position,song,artist
1,Tycoon,"Show Dem Camp, Reminisce, Mojo"
2,Feeling,LADIPOE
3,Longtime (feat. Skepta),WizKid
4,Black And White,Nasty C
5,Long Way From Home,PsychoYP
6,Alakori,Falz
7,Guestlist,Frenna
8,Siberia (feat. Burna Boy),Headie One
9,Make Up Your Mind (feat. Tekno),Ice Prince
10,Jack,Nasty C
11,Sore - Remix,Yaw Tog
12,Grandad,NSG
13,Dragon Roll,Frenna
14,Play Play (feat. Burna Boy),J Hus
15,Second Sermon,Black Sherif
16,A Million,Mannywellz
17,Midf (Money I Dey Find),Ycee
18,Heartbreaker (feat. Nasty C),Blaqbonez
19,Coachella,Sarkodie
20,Best I Ever Had,Nasty C
21,Animalistic,Kida Kudz
22,My Heart,Pappy Kojo
23,Location (feat. Burna Boy),Dave
24,AMMO,Shane Eagle
25,Winning,Kwesi Arthur
26,Real Ones,Breeder LW
27,Level Up,Kmw
28,Django,Frenna
29,Ball Till We Fall,Kida Kudz
30,African Girl Bad,Zoro
31,Solace,Ajebo Hustlers
32,Hmm - Remix,G4 Boyz
33,Sinner,"Smallgod, Kwaku DMC, Lp2loose"
34,God's Work (feat. iLL BLU),IAMDDB
35,Wavy (feat. Sarkodie),Khaligraph Jones
36,THE 5 YEAR PLAN,A-Reece
37,Problem No Dey Finish,BRYAN THE MENSAH
38,Crown Of Clay,Vector
39,Hapo Tu (feat. Chris Kaiga),Nyashinski
40,Medusa,H Magnum
41,Euphoria,PsychoYP
42,First Sermon,Black Sherif
43,TBDK (feat. Sinzu & Erigga),M.I. Abaga
44,Vibration,Sarkodie
45,My Brudda,Yung Nnelg
46,GYM,Kiki Marley
47,Fantastic!,Suté Iwar
48,Amigo,Lous and The Yakuza
49,DONE,Frida Amani
50,It's Not A Gun,DAP The Contract
51,ASTRONAUTE,Youssoupha
52,Deep In Da Streets,TNT Kenya
53,Ye x4,Blxckie
54,Ox,Gabe 'Nandez
55,FAIS ÇA BIEN,Damso
56,Africana (feat. Victoria Kimani),Silverstone Barz
57,Mona Lisa,Booba
58,Cheki,Oznardi
59,Smoke From Fire (with The Hics),Bas
60,K:HOVA,K.O
61,David,Blxckie
62,Σ. MOROSE,Damso
63,Question For The Gods,M3NSA
64,RE(a)D (with Bas),Dua Saleh
