Position,song,artist
1,ATL,Ecool
2,Mood (feat. Buju),"WizKid, Buju"
3,Anoti,WizKid
4,Peru,Fireboy DML
5,Steady,WizKid
6,Bloody Samaritan,Ayra Starr
7,Lie,Kizz Daniel
8,Essence (feat. Justin Bieber & Tems),"WizKid, Tems"
9,Question (feat. Don Jazzy),Burna Boy
10,Understand,Omah Lay
11,Tale Bana,Zarion Uti
12,Monalisa,Lojay
13,Feel Good,Mohbad
14,Hurricane,Kanye West
15,Sinner,Adekunle Gold
16,Jail,Kanye West
17,Let Me Know,Mayorkun
18,Bounce,Ruger
19,Outside,Buju
20,Off The Grid,Kanye West
21,Ojuju,Troniq Music
22,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Nelson Tivane"
23,Big Thug Boys,AV
24,Somebody’s Son (Ft Brandy),Tiwa Savage
25,Praise God,Kanye West
26,Jonah,Kanye West
27,Feeling,LADIPOE
28,Cocaine,Dai Verse
29,God Breathed,Kanye West
30,Naira Marley,Zinoleesky
31,Medicine,Jaywillz
32,Ok Ok,Kanye West
33,Confident,Savage
34,Essence (feat. Tems),WizKid
35,So Cold,Bella Shmurda
36,Moon,Kanye West
37,No Child Left Behind,Kanye West
38,Ginger (feat. Burna Boy),WizKid
39,Junya,Kanye West
40,Believe What I Say,Kanye West
41,Remote Control,Kanye West
42,Fashion Killer,Ayra Starr
43,Jesus Lord,Kanye West
44,Soundgasm,Rema
45,Blessed (feat. Damian Marley),WizKid
46,Donda,Kanye West
47,Testimony,Buju
48,Rock,Olamide
49,24,Kanye West
50,Reckless,WizKid
51,Heaven and Hell,Kanye West
52,Colorado,Zugo
53,Party Next Door,Dangbana Republik
54,Pure Souls,Kanye West
55,Jail pt 2,Kanye West
56,Lord I Need You,Kanye West
57,Keep My Spirit Alive,Kanye West
58,Donda Chant,Kanye West
59,Longtime (feat. Skepta),WizKid
60,Dimension (feat. Skepta & Rema),JAE5
61,System (feat. WizKid),Dave
62,New Again,Kanye West
63,Bling (feat. Amaarae & Buju),Blaqbonez
64,Ok Ok pt 2,Kanye West
65,Cast (Gen Z Anthem),Ayra Starr
66,Mighty Wine,WizKid
67,Sweet One,WizKid
68,Come to Life,Kanye West
69,Coming,Naira Marley
70,True Love (feat. Tay Iwar & Projexx),WizKid
71,Beggie Beggie,Ayra Starr
72,No Stress,WizKid
73,Clash (feat. Stormzy),Dave
74,Tell The Vision,Kanye West
75,Jesus Lord pt 2,Kanye West
76,Show Me,Joeboy
77,Piece of Me (feat. Ella Mai),WizKid
78,Grace,WizKid
79,Lazarus (feat. Boj),Dave
80,Pay Me,Troniq Music
81,HUSTLE,Teni
82,Gyrate,WizKid
83,Far Away,Dangbana Republik
84,Junya pt 2,Kanye West
85,Smile (feat. H.E.R.),WizKid
86,Tonongo,Lojay
87,Pronto,Ajebo Hustlers
88,Roma (feat. Terri),WizKid
89,Felony,CKay
90,It Is What It Is,Adekunle Gold
91,STAY (with Justin Bieber),The Kid LAROI
92,23,Burna Boy
93,Abu Dhabi,Ruger
94,Need To Know,Doja Cat
95,Southy Love,Peruzzi
96,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X
97,Way Too Big,Burna Boy
98,Ke Star - Remix,Focalistic
99,Rush,Dangbana Republik
100,Alubarika,Zlatan
