rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Big Thug Boys,AV,2,2,2,2,2,4,4,2.5714285714285716
2,Understand,Omah Lay,8,8,8,8,8,3,3,6.571428571428571
3,Ojuju,Troniq Music,4,4,4,4,4,18,18,8.0
4,Peru,Fireboy DML,11,11,11,11,11,1,1,8.142857142857142
5,Ababuyanga,Aymos,5,5,5,5,5,19,19,9.0
6,Shopping Spree (feat. Chris Brown & Young Thug),DaVido,6,6,6,6,6,20,20,10.0
7,Celebrate Me,Patoranking,10,10,10,10,10,11,11,10.285714285714286
8,Soundgasm,Rema,12,12,12,12,12,8,8,10.857142857142858
9,Somebody’s Son (Ft Brandy),Tiwa Savage,7,7,7,7,7,21,21,11.0
10,Joy,Blxckie,9,9,9,9,9,22,22,12.714285714285714
11,Bounce,UK Remix - Ruger,13,13,13,13,13,13,13,13.0
12,Izolo,"DJ Maphorisa, Madumane, Mpura, Daliwonga",14,14,14,14,14,15,15,14.285714285714286
13,Feeling,LADIPOE,17,17,17,17,17,16,16,16.714285714285715
14,Lie,Kizz Daniel,21,21,21,21,21,7,7,17.0
15,All of This (Jorja Smith x GuiltyBeatz),Jorja Smith,15,15,15,15,15,23,23,17.285714285714285
16,Fashion Killer,Ayra Starr,18,18,18,18,18,17,17,17.714285714285715
17,Love Me,Juls,16,16,16,16,16,30,30,20.0
18,Ex,Nikita Kering',19,19,19,19,19,25,25,20.714285714285715
19,Ring My Line (feat. Headie One),King Promise,20,20,20,20,20,26,26,21.714285714285715
20,Door,Joeboy,22,22,22,22,22,27,27,23.428571428571427
21,Forever (Remix),Gyakie,23,23,23,23,23,28,28,24.428571428571427
22,SPUNK,WurlD,25,25,25,25,25,29,29,26.142857142857142
23,Lakiriboto,Liya,26,26,26,26,26,31,31,27.428571428571427
24,Kilometre,Burna Boy,27,27,27,27,27,32,32,28.428571428571427
25,GUPTA,Focalistic,28,28,28,28,28,33,33,29.428571428571427
26,KPK (Ko Por Ke),Rexxie,29,29,29,29,29,34,34,30.428571428571427
27,Testimony,Buju,30,30,30,30,30,35,35,31.428571428571427
28,Dimension (feat. Skepta & Rema),JAE5,31,31,31,31,31,36,36,32.42857142857143
29,System (feat. WizKid),Dave,32,32,32,32,32,37,37,33.42857142857143
30,Kamata,Diamond Platnumz,33,33,33,33,33,38,38,34.42857142857143
31,Music Messiah,DJ Neptune,34,34,34,34,34,39,39,35.42857142857143
32,Running (To You),chike,35,35,35,35,35,40,40,36.42857142857143
33,MOSLADO,Teni,36,36,36,36,36,41,41,37.42857142857143
34,Ba Xolele,729 Street Vocal - Dzo 729,37,37,37,37,37,42,42,38.42857142857143
35,Coming,Naira Marley,39,39,39,39,39,43,43,40.142857142857146
36,Sweety,Yemi Alade,41,41,41,41,41,44,44,41.857142857142854
37,Non Living Thing (feat. Oxlade),Sarkodie,42,42,42,42,42,45,45,42.857142857142854
38,Yaba Buluku (feat. Preck & Nelson Tivane),Remix - DJ Tarico,44,44,44,44,44,46,46,44.57142857142857
39,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba,45,45,45,45,45,47,47,45.57142857142857
40,Emlanjeni,De Mthuda,46,46,46,46,46,48,48,46.57142857142857
41,Only You,GIMS,48,48,48,48,48,49,49,48.285714285714285
42,Bosana,El Mukuka,50,50,50,50,50,50,50,50.0
43,Essence (feat. Justin Bieber & Tems),"WizKid, Justin Bieber, Tems",1,1,1,1,1,301,301,86.71428571428571
44,Sinner,Adekunle Gold,3,3,3,3,3,301,301,88.14285714285714
45,LV N ATTN feat. Wizkid,Lojay,24,24,24,24,24,301,301,103.14285714285714
46,Slow Down,King Promise,38,38,38,38,38,301,301,113.14285714285714
47,Rock,Olamide,40,40,40,40,40,301,301,114.57142857142857
48,Siyathandana,Cassper Nyovest,43,43,43,43,43,301,301,116.71428571428571
49,Niko Sawa,Nviiri The Storyteller,47,47,47,47,47,301,301,119.57142857142857
50,Nossas Coisas (feat. Ary),C4 Pedro,49,49,49,49,49,301,301,121.0
51,Anoti,WizKid,301,301,301,301,301,2,2,215.57142857142858
52,Sinner,"Adekunle Gold, Lucky Daye",301,301,301,301,301,5,5,216.42857142857142
53,Question (feat. Don Jazzy),Burna Boy,301,301,301,301,301,6,6,216.71428571428572
54,Summer Bounce,Blaq Jerzee,301,301,301,301,301,9,9,217.57142857142858
55,LV N ATTN feat. Wizkid,"Lojay, WizKid",301,301,301,301,301,10,10,217.85714285714286
56,Fiction (feat. Busy Signal),Rotimi,301,301,301,301,301,12,12,218.42857142857142
57,Bankroll (feat. Tiwa Savage & Avelino),Not3s,301,301,301,301,301,14,14,219.0
58,Essence (feat. Justin Bieber & Tems),WizKid,301,301,301,301,301,24,24,221.85714285714286
