Position,song,artist
1,Silver Tongue Devil (feat. Shenseea),"Masego, Shenseea"
2,Mandy,Scribz Riley
3,D & G (feat. Summer Walker),DaVido
4,No Stress,WizKid
5,See Through,Chip
6,Real Life (feat. Stormzy),Burna Boy
7,Can't Let You Go,Stefflon Don
8,Damn (feat. 6lack),Omah Lay
9,AWAY,Oxlade
10,Ginger (feat. Burna Boy),WizKid
11,Ginger Me,Rema
12,Love Somebody,Rotimi
13,Gum Body (feat. Jorja Smith),Burna Boy
14,Blessings REMIX (feat. French Montana & Davido),"Angel, DaVido"
15,Dimension (feat. Skepta & Rema),JAE5
16,Eve Bounce - Remix,Yung L
17,Godly,Omah Lay
18,Blessed (feat. Damian Marley),WizKid
19,Champion,Fireboy DML
20,Antidote (feat. Adekunle Gold),Nao
21,Lonely,Joeboy
22,Killa (feat. DaVido),Teyana Taylor
23,4AM,"Manny Norté, Tion Wayne, Love Renaissance (LVRN)"
24,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez
25,Do To Me,H.E.R.
26,In My Bed,Rotimi
27,Know Your Worth,Khalid
28,Come Over (Remix),Jorja Smith
29,Pretty Girl,Adekunle Gold
30,Sacrifices (feat. Tim Lyre),DAP The Contract
31,Oh My,Lavaud
32,Lo Lo,Omah Lay
33,Smile (feat. H.E.R.),WizKid
34,Dream Girl - Global Remix,Ir Sais
35,Attention,Tiwa Savage
36,Baby I'm Jealous,Mr Eazi
37,Wasted Energy (feat. Kaash Paige & Diamond Platnumz) - Remix,Alicia Keys
38,Soweto Blues,Juls
39,KOLO (feat. Oxlade),Ice Prince
40,Peace Of Mind,Rema
41,Trouble,DRB Lasgidi
42,Longtime (feat. Skepta),WizKid
43,It Go Bad,Nnabu
44,Lenu - Remix,Buju
45,Ryde,Niniola
46,I Spy,Lila Iké
47,Peace,Mannywellz
48,Sponono,Kabza De Small
49,Bad Shit,Jarreau Vandal
50,Say Cheese,KiDi
51,Wishes,Juls
52,Nnobody,Nnabu
53,plenty feat. Sons of Sonix,Ambré
54,Better Than I Imagined [Feat. H.E.R. & Meshell Ndegeocello] - DJ Tunez Remix,Robert Glasper
55,Koroba,Tiwa Savage
56,Everytime,Spinall
57,Princess Cuts (feat. Young T & Bugsey),Headie One
58,MAD,Sarz
59,Sweetie Odo,Juls
60,Fkn Around (feat. Megan Thee Stallion) - Cuppy Remix,Phony Ppl
61,Pamela,Wauve
62,Can't Let You Go - Remix,Stefflon Don
63,MOSLADO,Teni
64,Guestlist,Frenna
65,God's Work (feat. iLL BLU),IAMDDB
66,Curious (feat. Jimi Tents & Garren),VanJess
67,Tattoo,Fireboy DML
68,ALREADY,Beyoncé
69,Location (feat. Burna Boy),Dave
70,Oreke,E Kelly
71,Solo,Shakka
72,The Recipe,Aluna
73,Bobo,Aya Nakamura
74,Wonderful,Burna Boy
75,E Be Mad,Mr Eazi
76,Temptation,Tiwa Savage
77,Beamer (Bad Boys),Rema
78,Nu Riddim,Ycee
79,Be Honest (feat. Burna Boy),Jorja Smith
80,Higher,Tems
81,CHOP N PRAY,WurlD
82,Joro,WizKid
83,Take Me Home,Lady Donli
84,My Oasis (feat. Burna Boy),Sam Smith
85,Gal Policy (Remix) [feat. Tiwa Savage],Kranium
86,Repeat (feat. Koffee),J Hus
87,Dollas and Cents,TOBi
88,Smooth MF,Agho
89,The Don,Mr Eazi
90,So Lovely,Buju
91,Energy (feat. Mahalia),Pa Salieu
92,JA ARA E,Burna Boy
93,REQUIRE,DJ Tunez
94,A Million,Mannywellz
95,African Girl Bad,Zoro
96,Simmer (feat. Burna Boy),Mahalia
97,FIND YOUR WAY BACK,Beyoncé
98,Lento,Mr Eazi
99,Marry Me,Smallgod
100,Doudou,Aya Nakamura
